Load_MW_z1,Load_MW_z2,Load_MW_z3,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind,GrpWeight,SubWtAsInGenXInputs
9587.390785872167,16245.189156187387,33059.377870569915,0.0,0.614,0.0,0.313,0.0,0.124,1.0,168.0
9109.028325442621,16287.486468477999,32568.930463771623,0.0,0.647,0.0,0.368,0.0,0.151,1.0,168.0
8742.451618923978,15967.235389706218,31972.739776246803,0.0,0.6759999999999999,0.0,0.376,0.0,0.12300000000000001,1.0,168.0
8366.811202628778,15838.329295106256,31131.828924754864,0.0,0.672,0.0,0.35,0.0,0.081,1.0,168.0
7978.078761100767,15621.807339332883,30774.31592801278,0.0,0.598,0.0,0.324,0.0,0.054000000000000006,1.0,168.0
7581.289688660259,16068.950354976501,31866.99649552027,0.015,0.375,0.002,0.302,0.0,0.037000000000000005,1.0,168.0
7200.613878044747,16113.261824995237,33619.3137189885,0.106,0.106,0.062,0.20600000000000002,0.054000000000000006,0.023,1.0,168.0
7006.247657280742,15698.345333001611,34894.27556089125,0.25,0.09300000000000001,0.218,0.14800000000000002,0.17600000000000002,0.013999999999999999,1.0,168.0
6692.039051693335,15476.787982907927,35948.68713156437,0.39399999999999996,0.16899999999999998,0.376,0.1,0.313,0.044000000000000004,1.0,168.0
6882.376957001091,15107.190039797099,35452.19725158171,0.511,0.159,0.501,0.047,0.441,0.053,1.0,168.0
7466.482698157169,14602.643528901934,35452.19725158171,0.588,0.153,0.583,0.015,0.547,0.055999999999999994,1.0,168.0
7817.953221714877,14605.66476549412,35666.70504962696,0.629,0.16399999999999998,0.622,0.004,0.611,0.05,1.0,168.0
7960.95842041171,14345.838418566073,35353.503522903615,0.625,0.201,0.618,0.001,0.633,0.037000000000000005,1.0,168.0
7502.737537263408,14495.89316931134,34610.27932122571,0.505,0.315,0.573,0.004,0.597,0.025,1.0,168.0
7935.781448810155,15124.310380486155,34140.98057057272,0.3,0.506,0.48700000000000004,0.01,0.521,0.015,1.0,168.0
8078.786647506988,14679.181522570661,34274.922059492994,0.162,0.6920000000000001,0.359,0.017,0.41,0.006999999999999999,1.0,168.0
7904.562004024227,14610.700159814432,33470.266047107296,0.11199999999999999,0.833,0.20199999999999999,0.023,0.266,0.001,1.0,168.0
7712.209940988346,14141.401409161446,32667.62419244972,0.048,0.9,0.053,0.026000000000000002,0.11699999999999999,0.0,1.0,168.0
7525.900351136838,13777.84593923499,32839.83467820436,0.001,0.8290000000000001,0.002,0.03,0.022000000000000002,0.0,1.0,168.0
