Load_MW_z1,Load_MW_z2,Load_MW_z3,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind,GrpWeight,SubWtAsInGenXInputs
3856.77398649083,15230.034501398093,34292.71301648311,0.0,0.6679999999999999,0.0,0.39399999999999996,0.0,0.311,39.0,6552.0
3607.4309341838107,14821.835794798699,33696.50160511996,0.0,0.635,0.0,0.41,0.0,0.257,39.0,6552.0
3462.65109736038,14389.5071153954,33283.27582085309,0.0,0.598,0.0,0.408,0.0,0.23199999999999998,39.0,6552.0
3385.2341012811844,13730.95994095549,33148.55013936461,0.0,0.504,0.0,0.386,0.0,0.23800000000000002,39.0,6552.0
3420.423644953546,12727.555238526438,33449.16938387993,0.0,0.431,0.0,0.37,0.0,0.257,39.0,6552.0
3725.0645516028476,13354.934531427969,34746.15542208983,0.0,0.439,0.0,0.391,0.0,0.293,39.0,6552.0
4325.297625099987,16143.957221346,36742.910671612975,0.0,0.469,0.0,0.402,0.0,0.321,39.0,6552.0
4813.929574379064,17355.482939208734,37374.311626648494,0.158,0.315,0.069,0.348,0.077,0.317,39.0,6552.0
4952.676918001519,16414.413999856435,36548.865473648235,0.425,0.09699999999999999,0.281,0.47600000000000003,0.331,0.13699999999999998,39.0,6552.0
5138.678791698288,14734.364643384544,37028.448683125855,0.608,0.127,0.509,0.5660000000000001,0.545,0.039,39.0,6552.0
5389.027259538802,13320.750403289105,37414.52824798833,0.716,0.135,0.631,0.539,0.674,0.222,39.0,6552.0
5328.70232752904,12417.887254209656,39264.49282962106,0.764,0.086,0.655,0.465,0.7509999999999999,0.23800000000000002,39.0,6552.0
5191.965814973578,11693.988070092502,39277.5632315565,0.753,0.068,0.63,0.377,0.765,0.249,39.0,6552.0
4805.886250111096,11482.850808058332,38649.178523121474,0.685,0.092,0.562,0.297,0.7240000000000001,0.27,39.0,6552.0
4860.178688919883,11391.357994510194,38858.30495408866,0.515,0.162,0.46799999999999997,0.25,0.634,0.265,39.0,6552.0
4795.832094776136,11477.823730390854,39061.39889185486,0.307,0.19899999999999998,0.24100000000000002,0.24,0.47100000000000003,0.248,39.0,6552.0
4866.211182120859,11489.888716792806,39057.37722972087,0.081,0.26,0.094,0.249,0.235,0.256,39.0,6552.0
4891.34657045826,11535.132415800128,37422.5715722563,0.0,0.319,0.0,0.331,0.006,0.292,39.0,6552.0
5116.559649961375,11835.751660315445,35933.55116714866,0.0,0.312,0.0,0.46799999999999997,0.0,0.33,39.0,6552.0
5334.7348207300165,13893.83725738185,36643.374533796865,0.0,0.292,0.0,0.602,0.0,0.395,39.0,6552.0
4959.714826735992,13526.860587655794,35960.69738655305,0.0,0.348,0.0,0.6920000000000001,0.0,0.45299999999999996,39.0,6552.0
4543.472795868629,13284.555444083246,35489.157501343405,0.0,0.392,0.0,0.741,0.0,0.424,39.0,6552.0
4277.037679492177,14507.140732814438,35570.59615955659,0.0,0.395,0.0,0.759,0.0,0.341,39.0,6552.0
3962.3426175079144,15026.940563631893,35309.18812084761,0.0,0.431,0.0,0.74,0.0,0.228,39.0,6552.0
3625.5284137867393,14675.045126908277,35609.80736536293,0.0,0.445,0.0,0.6679999999999999,0.0,0.16399999999999998,39.0,6552.0
3409.3640740850897,14180.380684428223,35138.267480153285,0.0,0.39899999999999997,0.0,0.508,0.0,0.14400000000000002,39.0,6552.0
3309.827936268981,13679.683748747193,34599.36475419941,0.0,0.402,0.0,0.358,0.0,0.11900000000000001,39.0,6552.0
3197.221396517424,13177.981397532665,34406.32497176817,0.0,0.534,0.0,0.248,0.0,0.07400000000000001,39.0,6552.0
