Load_MW_z1,Load_MW_z2,Load_MW_z3,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind,GrpWeight,SubWtAsInGenXInputs
5936.191767259704,15781.969535749853,28697.37158035177,0.0,0.17800000000000002,0.0,0.37,0.0,0.141,2.0,336.0
5628.139766656039,15241.145123114478,28239.75092350645,0.0,0.107,0.0,0.344,0.0,0.20600000000000002,2.0,336.0
5348.812872217988,14577.496118598543,27795.99755929281,0.0,0.048,0.0,0.244,0.0,0.159,2.0,336.0
5138.822440938319,13917.809197691657,27706.850678089177,0.0,0.015,0.0,0.16699999999999998,0.0,0.064,2.0,336.0
4972.414929358204,13642.444386862657,27788.07339207471,0.0,0.005,0.0,0.127,0.0,0.02,2.0,336.0
4862.467109207056,14401.183397995801,28643.88345162959,0.022000000000000002,0.001,0.002,0.10300000000000001,0.002,0.013999999999999999,2.0,336.0
4940.718260485801,15335.244608829424,30231.68845795652,0.114,0.001,0.067,0.154,0.057,0.034,2.0,336.0
5137.8319200360565,15018.277920105395,30745.768806230804,0.244,0.005,0.185,0.163,0.18,0.065,2.0,336.0
5267.590158232456,13734.562830773079,30596.200149989156,0.36700000000000005,0.006999999999999999,0.306,0.10400000000000001,0.32899999999999996,0.040999999999999995,2.0,336.0
5617.24403673115,12490.468577531265,30974.579134653464,0.467,0.006999999999999999,0.409,0.069,0.46,0.019,2.0,336.0
6150.144282148423,11444.47850474197,31467.858543980234,0.535,0.008,0.489,0.054000000000000006,0.555,0.008,2.0,336.0
6279.902520344823,11350.379019027023,31762.043251952222,0.5710000000000001,0.011000000000000001,0.516,0.046,0.598,0.003,2.0,336.0
6282.874083051611,11520.748614216189,31677.8489752599,0.563,0.016,0.524,0.038,0.609,0.001,2.0,336.0
5949.068538989118,12222.037413018103,31145.93925074489,0.514,0.024,0.49,0.037000000000000005,0.575,0.0,2.0,336.0
5945.106455380067,12791.586931819093,31233.105090144,0.44,0.032,0.397,0.044000000000000004,0.502,0.0,2.0,336.0
5984.727291470571,12987.710070467085,31633.275534658085,0.322,0.043,0.29,0.064,0.39399999999999996,0.0,2.0,336.0
5970.859998838895,12689.563278886046,31383.664267287913,0.20199999999999999,0.055999999999999994,0.159,0.11599999999999999,0.262,0.001,2.0,336.0
6079.81729808778,12589.520667757524,31619.40824202641,0.084,0.073,0.063,0.235,0.124,0.002,2.0,336.0
6276.930957638036,12516.222120990093,32742.658945192186,0.006,0.10400000000000001,0.003,0.42700000000000005,0.028999999999999998,0.006,2.0,336.0
6290.798250269711,14494.292362808485,34550.35959182141,0.0,0.16,0.0,0.621,0.0,0.027000000000000003,2.0,336.0
5975.812603350208,14372.458291830186,33633.137236326256,0.0,0.191,0.0,0.7040000000000001,0.0,0.08800000000000001,2.0,336.0
5609.3198695130495,14392.268709875438,32533.65903481478,0.0,0.185,0.0,0.695,0.0,0.20600000000000002,2.0,336.0
5461.732255075924,15352.083464167888,31784.82523270426,0.0,0.156,0.0,0.6729999999999999,0.0,0.365,2.0,336.0
