Load_MW_z1,Load_MW_z2,Load_MW_z3,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind,GrpWeight,SubWtAsInGenXInputs
2866.314294897275,14737.323760202347,29951.53168830791,0.0,0.083,0.0,0.445,0.0,0.054000000000000006,2.0,336.0
2626.870353450072,14432.75908154147,30497.544023407183,0.0,0.09300000000000001,0.0,0.483,0.0,0.063,2.0,336.0
2489.615876553558,14271.460024750675,31383.18604951316,0.0,0.07400000000000001,0.0,0.515,0.0,0.07200000000000001,2.0,336.0
2416.4802793751232,13771.533134448775,31422.258491841363,0.0,0.042,0.0,0.475,0.0,0.065,2.0,336.0
2507.6493114742675,12665.482459311903,31953.24296450671,0.0,0.021,0.0,0.46,0.0,0.054000000000000006,2.0,336.0
2924.422029641785,13850.67987660078,33185.52768408855,0.002,0.013000000000000001,0.0,0.47100000000000003,0.0,0.043,2.0,336.0
3764.9804684459837,17700.818232172336,34520.00186822108,0.08199999999999999,0.005,0.032,0.45299999999999996,0.017,0.024,2.0,336.0
4632.589059631247,20249.543700965998,34753.434664694716,0.24600000000000002,0.008,0.13,0.635,0.125,0.006999999999999999,2.0,336.0
4983.239183089496,19400.97040219704,34767.460669633045,0.41200000000000003,0.013999999999999999,0.263,0.7490000000000001,0.27,0.006999999999999999,2.0,336.0
5201.644117129204,17510.465308009287,34503.97214829156,0.5329999999999999,0.02,0.45799999999999996,0.792,0.40299999999999997,0.023,2.0,336.0
5457.117778505927,16119.887104123438,35892.54663718622,0.61,0.027000000000000003,0.589,0.816,0.506,0.054000000000000006,2.0,336.0
5306.839154166678,14919.661824400637,37335.22143084301,0.645,0.031,0.633,0.84,0.585,0.109,2.0,336.0
5062.3859252414995,13800.58700182103,37179.933519025784,0.627,0.034,0.629,0.866,0.59,0.179,2.0,336.0
4467.282572858074,13265.595099173303,36959.524869994886,0.579,0.04,0.5579999999999999,0.888,0.525,0.256,2.0,336.0
4393.145118184045,13614.241507640361,37195.96323895531,0.48,0.052000000000000005,0.465,0.903,0.455,0.297,2.0,336.0
4282.940793668596,14483.853813816815,37058.70876205879,0.35100000000000003,0.063,0.341,0.909,0.308,0.317,2.0,336.0
