Load_MW_z1,Load_MW_z2,Load_MW_z3
6690,13729,33719
7167,13913,34988
7584,14158,36150
7856,14324,36376
8508,14479,37029
8798,14704,37307
8799,15022,36564
8262,14579,35087
7798,13709,33739
7755,14036,33850
7989,15759,34803
8450,15664,34913
9044,16606,35785
9378,17218,36685
9330,16757,36088
9107,16711,35434
8822,16194,35122
8512,15740,34789
8280,15274,34652
7866,16209,34906
7422,17230,35170
7196,17772,35108
7375,17053,35604
7974,16411,36380
8789,15705,37385
9243,15755,38264
9595,15442,39225
9749,15344,38942
10164,15311,39261
10245,15953,39258
10178,16577,37866
9683,15635,35983
8836,14733,34411
8577,14583,34879
8876,16386,34983
9260,16628,35438
9898,17608,35433
10005,18313,35886
9791,18110,35569
9582,17696,34903
9390,17223,34161
9102,16232,33767
8769,15435,33622
8266,16504,34099
7794,17774,34799
7525,17661,34785
7560,16558,35222
8065,15657,35813
8893,15008,36643
9402,15102,37454
9695,15689,38249
9886,15704,38379
10425,16257,39304
10600,16425,39025
10387,16397,38042
9860,15801,36631
8988,14393,35135
8870,14994,35036
9062,17135,34759
9061,17147,34787
9549,18139,35147
9799,19011,35198
9690,18726,34843
9346,18377,34094
9031,17815,33306
8638,17118,32758
8218,15745,32750
7575,16568,33116
6720,17343,33987
6307,17192,34102
6384,16419,34626
6821,14991,35326
7242,15036,36425
7538,14748,37292
7792,14707,37190
7833,14656,37021
8346,14636,37455
8797,15213,37405
8890,15243,35868
8502,14240,34616
8015,13092,34350
7803,14113,34780
7952,15777,35396
8121,15884,35519
8814,16063,34411
9248,16642,35064
9063,17218,34327
8627,16657,33600
8196,15853,32996
7832,14924,32806
7460,13958,32473
7013,14456,33131
6629,15517,33968
6432,15811,34062
6209,15380,34613
6490,14941,35358
7130,14349,36265
7623,13952,36676
7995,13237,36843
7952,12617,36084
8310,12378,35995
8616,12832,36546
8506,13356,35961
8225,13262,35347
7775,12303,34537
7522,12638,34400
7676,14393,35333
7761,14785,35340
8331,15747,35698
8716,15751,35560
8439,15310,34844
8013,14995,33952
7626,14527,33290
7237,12960,33050
6943,12564,33286
6543,13215,33990
6198,13376,34698
6219,12954,35025
6386,12577,35013
6970,12379,35255
7774,12613,35929
8079,12336,36649
8256,12615,37236
8179,13042,36800
8644,13509,36395
8982,13872,36064
8925,13878,35321
8556,13574,34163
7965,12895,33684
7781,13039,34422
7900,14439,34718
7958,14408,34757
8526,15160,34663
8901,16041,34664
8696,15830,34011
8304,15331,33164
7907,14849,32336
7549,14039,32094
7235,13189,31863
6744,14043,32407
6385,14982,32633
6301,15314,32731
6320,14886,33390
6738,14051,33714
7319,13893,34129
7715,13841,34773
7942,13911,35012
7984,13709,34723
8408,13459,34994
8737,12842,34664
8559,12748,34030
7768,12645,33272
7273,12575,32508
7140,13292,33387
7181,14861,34044
7368,14602,33947
7956,14646,33702
8524,14680,33808
8417,13518,33343
7769,11534,32819
7285,11071,32146
6874,10779,31741
6557,11081,31595
6101,12218,31754
5759,13582,32386
5636,14395,32311
5612,14010,31989
5794,13476,31879
6168,13150,32518
6467,12799,32911
6725,12872,33258
6755,12925,32952
7233,12979,33021
7432,13301,32931
7457,13395,32094
7156,13048,31458
6785,12537,31118
6755,13080,32061
7073,14808,32887
7405,14987,33105
8166,15532,33031
8653,16081,32846
8469,16008,32452
8078,15552,31913
7658,14896,31658
7244,14157,31195
6922,13464,31212
6451,14284,31733
6123,15253,32330
6126,15529,32559
6319,15139,33121
6936,14448,33664
7739,13911,34460
8078,13605,34941
8299,13610,34801
8234,13274,34065
8790,13637,33635
9065,13943,33697
8933,13748,33469
8505,13307,32831
7904,12580,32719
7566,13226,33380
7788,14858,33366
8026,14670,31826
8735,15596,30903
9156,16323,30985
9030,16010,31068
8633,15601,30344
8206,14945,29410
7790,14265,29247
7368,13484,29019
6855,13890,30462
6493,14583,31005
6457,14725,31165
6514,13883,31729
7052,13206,32307
7814,12896,32869
8248,12819,33495
8627,12967,33548
8604,13507,33306
9206,14005,33693
9532,14574,33937
9392,14687,33486
8915,14222,33457
8255,12979,33615
7953,13562,34202
8149,15204,34436
8513,15506,33920
9245,16700,33406
9441,16976,33241
9263,16824,32293
8888,16379,31515
8468,15884,30962
8037,15271,30975
7725,14464,30742
7199,15320,31616
6695,16088,32809
6604,16364,33252
6721,15533,33664
7429,14685,34253
8119,14045,35171
8638,14389,35125
8986,14590,35051
9121,14597,34833
9660,14656,35118
9526,13941,35323
9025,12844,35023
8464,11890,33923
7861,11324,33581
7505,11919,34917
7620,12986,35167
7660,13025,34707
8469,14062,34117
8996,14954,33565
8822,15126,32666
8435,14648,32040
8029,14131,31473
7625,13637,30996
7316,12892,30972
6881,13239,31777
6447,13993,33146
6326,14225,32856
6511,13530,32731
7115,12821,33428
7864,12552,34074
8183,12728,34697
8494,13404,34550
8545,13974,34168
9118,14263,33948
9562,14912,33550
9486,15091,33340
9014,14631,32409
8327,13642,33581
8181,14012,34917
8377,15603,35167
8587,15368,34707
9306,15438,34117
9721,16049,33565
9528,15103,32666
9124,15374,32040
8189,15002,31473
6659,14083,30996
6319,13350,30972
5972,13541,31777
5824,14242,32382
5810,14315,31868
5901,14103,31802
6308,13314,32061
6898,13061,32235
7269,13372,32690
7419,12825,32591
7283,13229,32684
7705,13578,33045
8068,14465,33212
8130,14839,32919
7924,14005,32811
7583,13278,31908
7441,13390,32720
7524,15113,33536
7613,15237,33120
8102,15738,32980
8303,15733,32487
8084,15317,32012
7708,15219,31245
7337,15226,30465
6925,14782,30578
6595,14186,30535
6118,15061,31438
5695,15693,32314
5632,15835,32560
5693,15097,32723
6125,14319,33057
6921,13758,33837
7275,13638,34394
7279,13800,34527
6908,13740,34449
6962,14041,34936
7102,14274,34904
7041,13431,34206
6948,12162,33768
6840,12094,33374
6830,12484,34085
6935,14403,35019
7022,15203,34939
7451,15738,34657
7757,15268,34626
7595,14405,34202
7265,14587,33560
6846,14405,32783
6489,13492,32319
6141,12939,32362
5775,13770,32964
5517,14852,33157
5423,15042,33312
5374,14451,33260
5590,13410,32568
6007,13346,32642
6384,13519,33279
6620,13778,33713
6692,13742,33410
7087,13832,34039
7451,14227,34261
7506,14430,33759
7311,14047,33180
7132,13327,32620
7268,13487,33272
7790,15088,34579
8035,15255,34222
8616,15835,34223
8939,16065,34527
8691,16040,34108
8296,15796,33413
7977,15361,32567
7572,14781,32233
7094,14171,32360
6555,15035,33292
6125,15736,34330
5919,16008,34385
6017,15192,34424
6384,14347,34484
6987,13745,35519
7401,13557,36320
7707,13545,36660
7703,13848,36244
8292,14307,36503
8684,14455,36803
8712,14435,36187
8465,13566,35136
7907,13049,34074
7596,13803,34839
7725,15536,35690
7904,15895,35606
8412,16449,35560
7556,17032,35771
6761,16493,35095
6693,16059,34081
6574,15892,33550
6408,15355,33548
6051,14580,32849
5705,15567,33623
5506,16521,34876
5541,16740,35294
5560,16040,35042
5806,14836,34693
6409,14742,35521
6680,14913,36328
6993,14943,36486
6884,15082,36274
7111,15033,36547
7276,15268,36598
7317,15117,36254
7254,14268,35024
7023,13068,33745
6867,13613,34468
6974,15377,35472
6981,15028,35286
7428,15455,35562
7615,15535,35222
7402,15037,35319
7012,12783,34460
6669,11413,33749
6135,10547,33296
5619,9439,33483
5389,9536,34593
5291,10315,35670
5359,10999,35977
5598,11514,35906
6241,11654,35771
6989,11467,36150
7338,11939,37119
7522,12303,36968
6858,12456,36274
6888,13281,36547
7003,13649,36598
7093,13647,36254
7151,13152,35024
7009,12754,33745
6891,13427,34468
6971,15539,35472
6916,15437,35143
7305,15983,34997
7428,15933,35057
7158,15398,34390
6783,14946,32491
6453,13830,31979
6076,13083,31771
5826,11799,31613
5580,11859,32631
5470,11835,34167
5575,11429,34665
5787,10190,34093
6317,8608,35466
7140,8251,34875
7513,8899,35656
7496,9686,36000
7251,10213,36278
7511,10998,36616
7701,11908,36659
7695,12143,35844
7582,12126,34740
7224,12104,33915
7065,12721,33793
7169,14659,34659
7172,14750,34339
7654,14807,34264
7943,15135,34245
7624,14547,33807
7194,13879,32890
6808,13369,33035
6452,12914,32503
6177,12167,32174
5854,12437,33167
5718,12857,34374
5797,12838,34821
6046,12371,34956
6690,11112,34533
7496,10955,34880
7811,10799,35790
7937,10910,35891
7724,11069,35848
8074,11587,35668
8274,12023,35958
8266,11716,35238
8075,11669,34037
7655,12200,33108
7428,12371,33482
7572,14121,34687
7707,14715,34402
8325,14975,34356
8560,15216,34599
8308,14926,34380
7932,14449,33857
7506,13949,33366
7124,13487,32859
6794,12657,32753
6454,12808,33490
6178,13123,34838
6132,13205,34761
6181,12464,34673
6582,11266,34504
7208,10931,35267
7519,11348,36090
7677,11649,35727
7702,12258,35267
8038,12733,34900
8308,12985,35067
8263,12971,34557
7960,12468,33717
7549,12108,33145
7482,12143,34683
7868,14694,34998
8180,14939,34813
8660,15255,34554
8986,15626,34754
8748,15814,34136
8382,15359,33114
7980,14955,32400
7635,14360,32066
7275,13851,32088
6863,14399,32435
6508,14826,33133
6329,15091,32891
6256,14603,32917
6434,13684,32705
6889,13502,32905
7263,13659,33709
7611,13911,33669
7665,13414,32945
8003,13721,32931
8137,13478,32885
8022,13179,32291
7633,12366,31759
7317,11820,31262
7312,12520,31964
7785,14387,33059
8236,15024,32678
8828,15337,32749
9147,15813,32979
8993,15620,32357
8679,15647,31995
8305,15320,31566
7997,14567,31335
7608,14178,31325
7153,14783,32040
6773,15401,32961
6573,15806,33451
6483,15372,33801
6905,14360,33814
7553,13849,34073
8058,14192,34287
8506,14249,34454
8683,13953,33821
9091,13710,32829
9259,13663,33002
8970,13526,32103
8413,13048,31787
7971,12389,31117
7821,12877,31995
8339,13766,32299
8791,14338,32235
9489,14503,31921
9683,14321,31961
9383,15073,31297
9076,14386,30451
8729,14180,30066
8352,13608,29479
7972,13891,29450
7531,14181,30346
7131,14724,31660
7016,15041,32132
7088,14442,32539
7605,13581,32609
8386,13708,33010
8855,13495,33790
9269,13474,33280
9313,13323,32657
9843,13301,32319
10117,13453,32232
9800,12836,32282
9236,11332,31820
8644,10574,31373
8493,11230,32083
8846,12120,32948
9242,12795,32475
9802,12955,32198
9821,12803,31877
9520,12706,31380
8994,11809,30869
8768,11312,30459
8426,11087,29989
8020,10874,29849
7444,11167,30977
6790,11175,32931
6575,11694,33189
6637,11814,33541
7071,11761,33373
7791,10684,33244
8159,10896,33332
8470,11196,33390
8589,11189,33298
8000,11475,33766
7859,11882,33662
7927,11901,32961
7787,11155,32942
7430,10817,32441
7204,11261,33195
7004,12741,33488
6592,12494,32619
7109,12316,31946
7267,12262,30760
6911,11880,30641
6653,11456,30087
6423,11122,30208
6206,10632,29736
5938,10240,29393
5738,10303,30512
5629,10598,32801
5708,10449,32921
5909,10204,33429
6580,9656,33221
7242,9318,33400
7482,9524,33672
7568,9602,33465
7179,9678,32959
7401,10246,33011
7615,10430,33005
7606,10642,32551
7450,10102,31880
7167,10152,31848
7073,10823,32816
7152,12278,33179
7133,12524,32995
7476,12538,32601
7748,12681,32117
7455,12311,31539
7077,11893,30956
6740,11541,30528
6446,11538,30219
6155,11335,30172
5917,10855,31135
5797,11209,32897
5808,10957,32997
5961,10338,32727
6613,9737,32349
7200,9610,33059
7387,9921,33648
7249,9829,33532
6916,9659,33225
7157,9973,33452
7249,10535,33380
7155,10910,33077
6966,10468,32649
6789,9709,32390
6725,10372,32983
6687,11617,34042
6639,11986,33498
6987,12130,32934
7125,12070,32755
6920,11702,32353
6550,11393,31534
6210,11156,31004
5944,10638,30505
5749,10371,30608
5547,10516,31270
5494,10541,33132
5633,10450,33528
5774,9975,33529
6249,9426,33290
6847,9519,33275
7265,9720,33289
7468,9707,33206
7451,9528,32847
7740,9645,32743
7870,9937,33729
7476,9696,33693
6994,9282,33056
6823,9268,33014
6801,10147,33700
6809,12283,34483
6981,12518,33811
7289,12552,33392
7341,12391,33064
7351,12145,32580
7343,11926,31933
7345,11911,31514
7343,12053,31129
7348,11272,31298
7351,11096,31787
5603,11116,32912
5500,10578,33532
5339,9882,33523
5410,9409,33170
5724,9368,32858
5876,9237,33262
6032,9233,33471
5921,9009,32750
6104,8729,32397
6302,8985,32745
6274,8814,32064
6140,8907,31457
6049,9286,31302
6128,10518,32745
6514,11931,33732
6744,11365,33076
7150,11225,32624
7360,11034,32570
7078,11091,32066
6719,10854,31426
6378,10651,31160
6079,10390,31094
5826,10068,31201
5640,10369,32235
5644,10534,33706
5718,10450,34852
5940,9867,35465
6574,9554,35360
7301,9454,35208
7554,9647,35766
7716,9770,35293
7653,9759,34517
8108,9633,34453
8565,10973,34738
8360,11094,34278
8086,10785,33754
7651,10262,33648
7553,10576,34680
7784,12150,34962
8067,12228,34613
8506,12368,34247
8820,12243,33760
8462,11970,33211
7971,11349,32568
7554,10880,31640
7167,10458,31708
6699,10189,32235
6304,10443,33209
6080,10736,35169
6025,10818,36009
6136,10068,36299
6758,9659,36114
7534,9619,35904
7900,9951,35922
8076,10166,35601
8101,10333,35265
8762,10682,35263
9144,11412,35426
9060,11616,34748
8662,11058,33878
8115,10558,33583
8080,11481,34482
8552,13136,34804
8981,13559,34547
9322,13534,33833
9417,13755,33686
8974,13174,33257
8387,12675,32643
7933,12129,32246
7518,11571,32288
7112,11128,32462
6690,11331,33503
6419,12040,35528
6309,12361,36277
6348,11791,36582
6880,11337,36135
7621,11260,36242
7926,11303,36541
8184,11520,36514
8185,11381,35375
8746,11630,35143
9171,12161,34906
9015,12311,34449
8620,11890,33820
8141,11555,33475
8004,12324,34359
8208,13778,34719
8353,13984,34095
8899,14673,33336
9173,15008,33103
8821,14617,32720
8418,14109,32177
7865,13666,31745
7507,13056,31090
7217,12310,31419
6921,12815,32563
6340,13690,34689
6211,13972,35253
6245,13723,35569
6687,13153,34898
7471,12643,35386
7865,12477,35569
7997,12454,34898
7950,12352,35386
8533,12565,35921
9055,13130,36117
8942,12872,35409
8664,12177,34650
8225,11646,33659
7980,12521,34727
7619,13978,34814
7540,14356,34417
8159,15109,33679
8259,16299,33635
7825,15933,33262
7301,15541,32581
6966,15216,32191
6609,14602,32119
6360,13722,32453
6051,14283,33522
5943,14873,35436
5952,15024,36247
6140,14808,36357
6757,13949,35714
7561,13133,35411
7905,12576,35783
8041,12134,35779
7790,12214,35464
8414,12964,35468
8991,13498,35288
8796,13246,34061
8365,12976,32744
7733,12232,32063
7473,12555,33066
7529,14572,33503
7716,14949,32945
8234,15119,32656
8451,15702,32802
8138,15770,32760
7729,15693,32340
7336,15552,31403
6997,15102,31139
6683,14412,31370
6399,14444,32622
6144,15117,34342
6095,15152,35023
6077,14844,35231
6427,14447,34843
7042,14372,35445
7568,14206,36085
7939,14279,36439
7947,14318,36499
8299,14302,36597
8499,14168,36610
8371,14082,35924
8095,13656,34537
7736,12718,33206
7616,12986,34205
7962,14666,34501
7716,14949,32945
8234,15119,32656
8451,15702,32802
7716,14949,32760
8234,15119,32340
8451,15702,31403
8138,15770,31139
7729,15693,31370
7336,15552,32622
6997,15102,34342
6683,14412,35023
6399,14444,35443
6144,15117,35505
6095,15152,35305
6334,14726,36232
7333,13940,37101
7527,13853,36666
7997,13878,36334
8311,14033,36285
8139,13611,34992
7702,12775,33691
7301,12116,32693
7220,12941,33409
7821,14782,33880
8532,15726,33762
9274,16230,33781
9570,16971,33794
8138,15770,32760
7729,15693,32340
7336,15552,31403
6997,15102,31139
6683,14412,31370
6399,14444,32622
6144,15117,34342
6095,15152,35023
6334,14726,35443
7356,14120,35962
7773,14093,37213
8170,13714,38153
8374,13481,38387
8505,13504,37865
9124,13824,37633
9741,14140,37731
9584,14259,37169
9096,13202,35740
8281,12439,34515
8099,13260,35067
8673,15720,35247
9164,16146,34349
9792,16781,34175
9906,17720,34362
9428,17513,33956
8948,17234,33090
8563,16852,32700
8106,16148,32521
7678,16009,32543
7255,16073,33144
6822,16591,34740
6678,16956,35989
6733,16535,36551
7349,15870,36286
8136,15522,36557
8489,15439,37363
8710,14924,37318
8596,14916,36787
8960,15005,36790
8479,15089,36609
8338,14785,36162
8003,13883,35187
7543,13177,33738
7528,14110,34603
7726,16308,35080
7972,16573,34153
8621,16927,33948
8749,17404,34492
8362,17227,34022
7850,17299,33377
7460,16996,32717
7043,16906,32745
6614,16253,32905
6276,16607,33990
6108,17009,36019
6066,17136,36442
6156,16941,35138
6064,17388,36360
6739,15931,36476
7642,15004,37166
7626,14976,36962
7474,14668,36529
7859,14788,36304
8255,14823,36500
7980,14730,36538
7812,13914,35417
7468,13307,34743
7361,13806,35116
7616,15192,34826
7832,15317,34352
8371,15773,33708
8501,16144,33604
8082,16232,33251
7645,16137,32600
7217,15780,32148
6840,15169,31819
6492,14582,31674
6199,14903,32856
6024,15482,34813
6004,15703,35152
6159,15558,35567
6763,14690,35548
7484,14079,35642
7771,13382,35901
7908,13364,35983
7766,13122,36009
8213,13130,35620
8695,13375,35544
8601,13124,35112
8209,12452,34248
7724,11763,34112
7481,12168,35300
7725,13595,34824
7990,14216,33831
8701,13786,33094
8895,13739,32887
8480,13611,32298
7965,13764,31478
7568,13160,30833
7199,13350,30340
6850,12888,30252
6532,13237,31031
6348,13297,32401
6306,12939,32904
6424,12796,33282
7044,12268,33518
7817,12215,33331
8112,12424,33585
8258,12072,33342
8090,12027,32110
8588,12448,32851
8933,13202,32688
8834,13170,32518
8506,12689,32288
8037,12111,32029
7882,12413,32811
8098,14244,32967
8417,13877,32330
9114,13295,31336
9297,13085,30987
8918,13770,30610
8399,13646,30293
7915,13635,30063
7517,14156,29886
7173,13724,30458
6850,14059,31299
6561,14338,32926
6465,14131,33561
6425,13650,33751
6719,12964,33909
7471,12625,33878
7840,12579,33764
8069,12943,33532
8031,13437,32876
8476,13536,32846
8013,13398,33137
8226,13508,32755
8497,12927,32156
7927,12031,32156
7404,12746,32533
7782,14241,32576
8063,13973,32157
8603,14396,31497
8812,14517,31121
8462,14566,30843
8083,14401,29965
7667,14224,29844
7325,14021,29645
6987,13625,29822
6701,14206,30853
6352,14092,32252
6186,14149,32887
6128,13856,33319
6348,13160,33224
6832,12846,33075
7293,12794,33340
7616,12731,32948
7674,12383,32016
8047,11974,31751
8046,12082,31385
7753,12004,30837
7419,11610,30049
7252,11126,30188
7474,12369,31634
7933,13797,31374
8481,13470,31057
9071,14571,30963
9165,14778,30316
8788,14945,30192
8355,14732,29707
7990,14385,29223
7630,14015,29162
7282,13781,29496
6983,14467,30517
6669,14567,32296
6564,14515,33140
6732,14004,33628
7329,13540,33685
8056,13335,33733
8274,13681,34247
7999,13998,34215
7726,13628,33426
8079,13579,33269
8314,13220,33562
8113,12681,32839
7792,11857,32530
7424,11704,32504
7396,12649,32988
7651,14046,32983
7933,14034,31918
8450,14685,31029
8547,14899,30537
8130,14404,29879
7678,14096,29615
7289,13751,29833
6961,13274,30127
6673,12887,30619
6401,13395,32042
6286,13662,33676
6264,13762,34595
6498,13341,34840
7212,12733,33854
7962,12637,33989
8254,12801,34690
8344,12706,34220
8299,12219,33567
8890,12150,33194
9316,11997,32892
9079,11613,32358
8578,11334,32037
8173,11769,32291
8053,13101,32878
8352,14549,33090
8740,14384,32222
9360,14308,31343
9487,14694,30564
9026,13945,29567
8553,13531,29250
8070,13379,29443
7705,13050,29527
7354,12759,29506
6982,13255,30761
6762,13417,32008
6765,13554,33627
6905,13118,34077
7620,12708,34080
8372,12529,33776
8671,12531,33600
8847,12556,33257
8892,12552,32693
9426,12554,32448
9890,12968,32120
9682,12882,31588
9191,12062,31844
8348,11496,32100
8256,11926,32939
8668,12574,32946
8995,13012,31941
9686,12842,30961
9723,12675,30114
9287,12899,29481
8867,13280,29148
8536,13693,28528
8159,13477,28523
7729,13337,28836
7083,13539,29896
6376,13699,31075
6008,13598,32159
6019,12911,32598
6495,12328,32577
7189,11844,32547
7693,11714,32728
7835,11754,32370
7782,11499,31377
8283,11549,31553
8780,11444,31612
8692,10915,31393
8369,10918,30830
7975,10477,31208
7934,11893,32882
8276,12927,32540
8583,13308,31739
9126,13768,31046
9198,13630,30239
8730,13542,29715
8172,13532,28986
7737,13201,28814
7376,12905,28496
7052,12505,28731
6727,12267,29953
6513,12698,31518
6473,12573,32257
6553,12198,32095
7163,11846,31763
7927,11494,31717
8332,11460,31512
8484,11364,31124
8377,10892,30298
8898,11058,30095
9319,11324,30257
9177,10964,30187
8770,10622,30013
8275,10334,30630
8025,11561,32429
8314,12672,32696
8602,13061,32002
9106,13147,31230
9260,13417,30349
8818,13219,29610
8314,12827,29041
7833,12441,28468
7421,11853,28426
7030,11427,28801
6652,11703,29727
6400,11981,31263
6282,11950,31682
6210,11246,31831
6556,10806,31707
7237,10285,31678
7592,10315,31960
7753,10690,31496
7747,10495,30868
8172,10821,30693
8316,10950,30941
7904,10669,30632
7608,10183,30855
7368,9882,31203
7394,10761,32967
7526,12173,33479
7498,12402,32732
7986,12524,31808
8218,12763,31035
7914,12205,30411
7522,11936,29894
7191,11555,29327
6875,11048,29247
6563,10573,29333
6244,10807,30156
5978,10989,31225
5876,10858,31502
5808,10466,31636
6028,9962,31404
6520,9361,31215
6761,9278,31814
7003,9016,31374
7014,8804,30711
7255,8866,30155
7437,9002,30009
7057,8835,29465
6528,8689,29258
6657,8943,29657
6819,9997,31037
7095,11385,31634
7402,11268,31279
7878,11548,30693
8071,11613,30406
7699,11164,29785
7220,10721,29113
6831,10877,28772
6500,10265,28469
6207,9989,28652
6002,10653,30008
5938,11174,31804
5934,11392,32838
6084,10411,33024
6703,9602,33350
7480,9375,33365
7703,9272,32919
7789,8746,32471
7520,8544,31246
7771,8805,31413
8123,8887,31290
7993,9035,31171
7860,8357,31284
7423,8745,31378
7318,10058,32644
7575,11225,32714
7625,11126,32093
7968,11154,31152
8157,10916,30399
7758,10591,29965
7261,10149,29473
6856,9939,29061
6533,9493,29121
6243,9186,29454
6016,9591,30716
5969,9912,32736
6025,10155,33427
6134,9341,33724
6736,9127,33658
7464,9602,33216
7735,9660,32969
7809,9354,32405
7479,9167,31938
7842,9710,31753
8225,10045,32248
8084,10176,32028
7796,10009,31622
7384,9883,31680
7254,10894,33145
7320,12522,33199
7366,12393,32534
7712,12786,31466
7828,12453,30987
7409,12107,30358
6977,11645,29970
6618,11523,29727
6344,11081,29551
6243,9186,29454
6016,9591,30716
5969,9912,32736
6025,10155,33427
6134,9341,33724
6801,9771,33977
7565,10156,34010
7762,10104,33938
7880,10307,33798
7684,10216,33341
8229,10445,33230
8593,10438,33138
8521,10384,33087
8190,10040,33371
7792,9899,33043
7747,10840,33810
8001,11964,33440
8235,11890,32858
8824,11334,32075
8882,11972,31247
8258,11963,31019
7825,12158,30616
7483,11993,30274
7118,11745,30080
6845,11521,30120
6611,11918,31596
6863,11507,30059
6626,11835,31425
6443,11752,34508
7002,11478,34985
7691,11208,34633
7923,10916,34671
8065,10837,34327
7876,10918,33406
8363,11085,33571
8824,11709,33654
8704,11643,33408
8329,11400,32539
7924,11000,32152
7843,11827,32964
8054,13073,32990
8260,12499,32226
8829,13569,31372
8987,14144,31497
8574,14419,31112
8081,14250,30218
7658,13817,30113
7288,13252,29844
6925,12422,30257
6653,13127,31380
6502,13512,33389
6391,13329,34600
6507,12259,34685
7151,11542,34748
7902,11111,34517
8212,11145,34159
8368,11060,33482
8168,10791,32853
8586,11559,32640
8949,12085,32534
8832,11919,32300
8509,10794,31895
8003,10402,32040
7695,11330,33469
7808,12775,33395
8078,12633,32949
8650,13251,32224
8711,13643,32376
8275,13194,31360
7836,12924,30898
7453,12526,30671
7102,12108,30527
6771,11518,30863
6496,12191,32179
6249,12496,33605
6238,11965,34634
6232,11774,34768
6646,11311,34671
7242,11143,34801
7519,11117,35214
7643,11174,35071
7543,11187,34378
7981,11315,34446
8235,11066,34709
8094,11199,34228
7819,10797,33360
7454,10243,32941
7428,10758,33789
7686,12610,34307
7805,12316,33746
8225,12883,32923
8466,12866,33005
8152,12551,32997
7700,12448,32403
7351,12223,32122
7025,11766,31930
6723,11307,31888
6441,11674,32872
6150,11775,34140
6002,11529,34631
5923,11711,35013
6055,11114,34650
6512,10761,34538
6843,10528,34814
7067,10226,34573
7078,9756,34254
7322,9911,34056
7459,9600,34090
7293,9624,33168
6995,9466,32044
6856,9624,31754
7085,10938,32923
7492,11916,33282
7865,12147,33130
8435,12493,32469
8639,12753,32187
8274,12519,32020
7815,12169,31592
7351,12223,32122
7025,11766,31930
6723,11307,31888
6441,11674,32872
6150,11775,34140
6002,11529,34631
5923,11711,35013
6289,11322,34908
7547,11408,35257
7820,11097,35754
7885,10968,35954
7679,10491,35464
7907,10331,35271
8076,10325,35012
7744,10618,34340
7481,10522,33172
7314,10677,32063
7286,11953,33681
7362,13156,33588
7471,12878,32704
7903,12845,31908
7924,12732,31582
7488,12206,31249
7041,12142,30998
6700,11716,30691
6396,11549,30371
6126,11277,30555
5932,11598,31943
5929,11534,33782
5992,11387,34788
6069,10918,35341
6522,10608,35249
7214,10583,35098
7447,10416,35874
7563,10165,35599
7411,10069,35202
7821,10283,34859
8097,10744,35042
7843,11168,34417
7638,11029,33076
7466,10751,32436
7412,11599,33403
7394,12802,34261
7457,12489,33349
7847,12397,32722
7860,12750,32300
7461,12071,31829
7036,12200,31341
6704,12004,30991
6403,11718,31008
6154,11461,31171
5955,11867,32277
5947,12377,34525
5976,12478,35446
6094,11924,35803
6671,11530,35656
7355,11149,35301
7606,11228,35879
7631,11365,35829
7370,10746,35084
7729,11063,35255
7981,11571,35267
7908,11772,34700
7730,11686,33599
7474,11608,33015
7458,12494,33717
7498,13635,33894
7592,13590,33225
8048,13688,32703
8148,13478,32410
7706,13020,31786
7214,12710,31527
6819,12580,31093
6491,12328,30856
6203,11984,30970
5976,12420,31687
5961,13106,34330
5966,13213,34873
6100,12513,35708
6718,11991,35461
7506,11651,34962
7872,11355,35864
7954,11129,35768
7796,11097,34954
8331,11231,34609
8778,11538,34772
8601,11353,34093
8291,11096,33026
7847,10956,32507
7757,12061,33669
7875,13585,33714
7960,13603,33140
8427,14034,32384
8450,14252,32015
7951,13919,31427
7436,13678,31080
6980,13255,30675
6637,12724,30740
6322,12279,30677
6104,12840,32083
6004,13717,33894
5997,13940,35016
6142,13327,35398
6798,12658,34755
7621,12179,34265
7871,11926,34375
8016,11770,34280
7931,11044,33890
8375,11251,34203
8771,11565,34718
8551,11319,33982
8153,11177,33149
7837,10816,33028
7894,11703,34156
8062,13112,34284
8213,13371,33618
8653,13892,32758
8794,14360,32523
8330,13851,32380
7851,13693,31818
7452,13292,31386
7063,12727,31450
6720,12287,31561
6413,12776,32818
6205,13476,34902
6118,13910,35483
6144,13578,36002
6561,13188,35447
6986,12698,35853
7312,12485,36848
7661,12287,37159
7581,12096,36198
7934,12129,36272
8080,12516,36375
7964,12289,35938
7702,11846,34997
7469,11369,33758
7556,12118,34719
7859,13156,34678
8036,13101,33954
8507,13138,33260
8659,13129,32918
8394,13809,33357
7979,13942,33164
7561,13739,32754
7232,13241,32503
6914,12880,32676
6613,13607,33668
6308,14033,34875
6164,14038,35795
5964,13670,36196
6225,12983,35485
6643,12858,35498
7031,12648,36275
7281,12382,36372
7316,12413,35906
7793,12264,35912
7910,12234,35367
7510,12076,35058
7261,11518,33523
7294,11174,32496
7625,12340,33360
8003,13314,33551
8291,13061,33014
8685,13458,32564
8846,13308,32900
8502,13889,33396
8081,14227,32635
7721,13937,32240
7401,13593,32078
7128,13221,32329
6866,13592,33400
6595,13687,35101
6539,13758,36341
6537,13369,36851
6748,12876,36184
7065,12509,35894
7341,12329,36790
7536,11872,36767
7476,11491,36361
6916,11473,36273
6362,11340,36063
6389,10656,35020
6418,9925,33979
6395,9541,33116
6730,10622,33769
7181,11773,34770
7639,11864,34606
8066,11918,34416
8034,12171,33762
7605,12502,33654
7233,12735,33235
