Load_MW_z1,Load_MW_z2,Load_MW_z3
7363,15870,33581
7280,16430,34344
6958,15785,33657
6772,14818,32655
6996,14932,31827
7079,15335,31197
6767,15142,30713
6363,14737,30132
6004,14184,29912
5678,13597,29868
5479,14843,30069
5440,16526,31237
5636,17791,32130
5657,18056,32309
5766,16934,32334
6358,14555,32777
7028,13739,32993
7233,13566,33239
7248,13959,32904
6898,13855,32275
7073,14050,32291
7324,14385,32520
7239,14131,32779
7170,14076,33067
7392,15780,34329
7292,16324,35396
6999,15680,34548
6800,14840,33736
6927,15214,32817
6931,15853,31900
6533,15547,30954
6102,14991,30268
5802,14549,30341
5501,13886,30287
5309,14678,30479
5287,16292,31455
5504,16965,32449
5496,16567,32721
5648,16064,32567
6247,14284,32974
6973,13645,33265
7189,13517,33554
7188,13310,33291
6781,13180,32373
7016,13258,31815
7245,13079,31820
7205,13294,31584
7159,13758,32344
7308,15366,34566
7212,16051,34906
6865,15511,34061
6593,14541,32967
6741,14673,32097
6757,14448,31497
6478,14532,30686
6067,14375,30124
5722,14099,29670
5444,13715,29480
5217,14614,30069
5161,16518,31079
5173,17808,32155
5271,17604,32342
5389,16584,32267
5855,13866,32391
6252,13154,32613
6191,13393,32685
6537,13709,32439
6225,13592,31841
6346,13890,31907
6490,14088,31932
6449,13607,31670
6370,13388,31852
6661,15375,33906
6681,16083,34306
6426,15304,33367
6216,14413,32803
6307,14668,31995
6310,15159,31141
6120,14933,30606
5785,14544,30258
5504,14133,30034
5223,13770,29826
5022,14635,30082
4912,16495,30709
4843,17714,31329
4913,17550,31532
5010,16159,31355
5321,13450,31227
5709,12570,31402
5946,12422,31809
6019,12877,31662
5800,12665,31046
5972,12813,31031
5935,13059,30958
5871,12690,30662
5841,12743,30561
6236,14646,31779
6323,15668,32565
6195,14753,32231
6108,13849,31938
6229,14017,31466
6241,14606,30836
5953,14153,30349
5621,14028,29760
5318,13940,29530
5067,13618,29637
4897,14339,29734
4905,16128,30243
5187,17469,31425
5242,17787,32043
5322,17171,32097
5893,15318,32210
6562,14565,32885
6746,14430,33254
6842,14758,33087
6516,14520,32652
6756,14668,32993
6874,14974,33172
6836,14840,32864
6800,14784,32542
7039,16392,33695
6907,17373,34544
6528,16380,33577
6234,15265,32635
6295,15427,31588
6263,16225,30992
5957,16107,30573
5616,15468,30137
5338,14906,30300
5078,14337,30250
4901,14794,30728
4884,16654,31638
5152,18001,32122
5178,18055,32682
5276,17427,32910
5842,16099,32766
6426,15228,33385
6673,14311,33889
6709,14202,33581
6370,13777,32934
6547,13566,33394
6613,13562,33436
6535,13168,33386
6487,13253,32634
6810,14688,33914
6678,15532,34736
6289,14590,33988
6024,13744,33312
6079,14186,32631
6054,15208,31862
5764,15210,31048
5384,14773,30778
5131,14305,30431
4915,13730,30318
4779,14293,30631
4780,16011,31807
4881,17158,32785
5026,17151,32983
5204,16374,32442
5695,14942,32346
6320,14413,32524
6571,14103,33317
6526,14017,32752
6175,13419,32576
6184,13080,32734
6125,13066,32661
5937,12780,32348
5838,12593,31467
6289,14081,32541
6225,14804,33271
5993,14003,32595
5948,13308,31953
5934,13704,31061
5843,14891,30357
5584,14987,29630
5284,14666,29179
5031,14222,29303
4832,13477,29136
4684,13810,29430
4642,15601,30621
4638,16831,31051
4535,16408,30799
4483,15465,30143
4575,14047,28919
4749,13238,28897
4867,13016,29454
4850,13085,29618
4718,12831,29450
4618,11942,29478
4538,11348,29478
4471,11143,29231
4660,11237,28762
5512,12230,29921
5607,12413,30152
5440,12115,29709
5532,11900,29274
5619,12603,28579
5715,13832,27907
5590,14197,27315
5360,13899,27176
5115,13454,27120
4918,12738,26952
4777,13152,27531
4714,14723,28801
4639,15924,29914
4530,15657,29969
4515,14912,29493
4723,13460,28873
4965,12890,29101
5098,12589,29663
5124,12615,29703
4986,12335,29503
4894,11523,29535
4853,11168,29373
4765,10935,29038
4847,10995,28560
5408,12228,29189
5504,12687,29858
5478,12310,29375
5505,11746,28814
5491,12265,28323
5382,13467,27864
5207,13945,27468
4924,13702,27317
4697,13173,27156
4513,12542,27143
4400,13043,27446
4367,14676,28465
4382,15975,29323
4358,16127,29716
4441,15830,29577
4710,14764,29102
5028,14196,29468
5162,13970,30049
5190,14078,30041
4986,13827,29891
5001,12665,29859
4990,12512,29751
4963,12231,29298
5012,12168,28805
5574,13469,29199
5640,13911,29671
5514,13082,29360
5356,12306,28953
5319,12766,28553
5185,13666,28299
4948,13864,27919
4695,13447,27648
4471,12972,27742
4305,12684,27815
4205,13075,28160
4183,14681,29046
4207,15986,29868
4236,16122,30216
4287,15488,29769
4578,14192,29285
5016,13380,29902
5236,13105,31138
5295,12798,31515
5045,12158,31459
5124,11768,31477
5103,11689,31519
5048,11818,31338
5192,12123,30756
5685,13632,31599
5803,13985,32173
5605,13306,31531
5433,12317,30805
5407,12483,30356
5262,13404,29937
4992,13590,29561
4740,13073,29519
4556,13034,29329
4354,12947,29329
4282,13109,29612
4382,14771,30420
4773,16037,31474
4856,16052,32075
4870,15468,32348
5450,14066,32344
6039,13599,33271
6207,13670,35027
6150,13699,35417
5843,13144,35067
5990,12986,35054
6057,13053,35032
5969,12950,34539
6002,13163,33599
6320,14881,33744
6147,15100,34076
5817,13702,33187
5480,12635,32527
5396,12971,32015
5247,14236,31361
5013,14387,30768
4743,14111,30631
4505,13711,30453
4302,13246,30380
4226,13357,30486
4331,14989,31581
4822,16360,32675
4922,15902,33289
4932,15694,33521
5203,15090,33819
5736,14772,34483
5993,14399,35602
5990,14294,35639
5654,13969,35255
5832,13741,35483
5931,13718,35798
5883,13316,35774
5948,13449,34711
6318,15244,35115
6106,14875,34894
5749,13900,33701
5372,13026,32865
5171,13412,31989
4873,14582,31327
4579,14843,30625
4352,14570,30405
4168,13850,30553
4040,13447,30422
3965,13686,30699
4139,15575,31632
4695,16929,32840
4849,17512,33598
4777,16710,33638
5126,15401,33730
5642,14593,34718
5834,14195,35820
5859,14134,36095
5578,13866,35767
5734,13582,35826
5820,13522,36203
5810,13521,35964
5919,13731,34894
6217,15386,34912
6049,15363,34866
5536,14257,33368
5110,13161,32305
4910,13593,31560
4662,14696,30809
4362,14831,30276
4111,14379,30062
3957,14003,30126
3810,13531,30108
3763,13739,30382
3883,15587,31563
4192,17418,32513
4539,17764,33597
4784,17007,33732
5260,15647,33884
5794,14904,34920
5960,14874,35911
5940,14797,35836
5573,14285,36095
5638,14294,36580
5596,14338,36690
5448,14171,36240
5497,14423,35242
5793,15897,35440
5640,15817,35242
5332,14529,34242
4972,13448,33209
4742,13830,32821
4446,14586,32389
4151,14630,32001
3948,14122,32070
3811,13939,31809
3709,13705,32025
3709,13964,32379
3930,15762,33293
4506,16737,34171
4704,17229,35075
4742,16635,35565
5200,16054,35582
5709,15572,36668
5846,15024,37853
5894,14911,37149
5513,14858,36297
5643,14663,36435
5658,14456,36492
5662,14375,36337
5853,14592,35108
6155,16033,35115
5932,16078,35039
5502,14710,34048
5022,13555,33289
4773,13829,32586
4466,14853,32126
4174,14969,31585
3962,14665,31652
3785,14324,31823
3675,13852,31732
3652,14171,31738
3833,16043,32474
4270,17652,33079
4568,17875,33079
4688,17039,33511
5001,16375,35055
5421,15455,35875
5532,15158,37264
5488,15101,37387
5158,14305,36690
5233,14074,36976
5227,14110,36973
5182,13915,37059
5368,14297,35865
5726,15836,35850
5592,15963,35862
5221,14579,34652
4801,13537,33907
4515,13745,33221
4263,14722,32326
3986,14688,31720
3762,14489,31585
3626,14167,31682
3533,13752,31642
3522,14064,31767
3621,15570,32590
3864,16893,33978
4161,16905,34577
4409,16188,34346
4727,15248,33973
5124,14207,34754
5285,13946,35552
5220,13482,35588
4876,13616,35210
4864,13742,35228
4817,13634,35482
4795,14218,35101
4968,14417,34138
5402,15494,34225
5326,15260,34222
5020,13959,32991
4646,12844,32010
4441,12895,31441
4140,13760,30951
3851,13749,30524
3657,13572,30513
3515,13010,30692
3412,12412,30468
3451,12630,31230
3752,14414,32442
4502,16506,34336
4779,17013,35346
4771,16537,35195
5232,15508,35384
5683,14631,36152
5777,14377,36710
5670,14287,36475
5316,13815,35815
5457,13621,36368
5476,13474,36489
5443,13453,36500
5612,13992,35484
5906,15567,35339
5701,14988,35219
5295,13678,33868
4805,12668,33135
4527,12973,32063
4192,14057,31576
3868,14081,31341
3647,13915,31290
3509,13371,31211
3439,13048,31130
3462,13379,32089
3773,15294,33449
4516,16736,34641
4771,16954,35696
4810,16034,35341
5195,14976,35276
5599,14922,35849
5692,14715,37041
5567,14587,36332
5180,14060,36454
5271,13889,36454
5391,13433,36559
5395,13438,36190
5607,14007,35818
5910,15252,35838
5679,14716,35355
5212,13372,34268
4680,12266,32846
4358,12576,31839
4030,13936,31724
3736,14350,31423
3524,14219,31221
3401,13778,31437
3316,13241,31297
3384,13339,31803
3638,15205,32835
4380,17088,34230
4640,17620,34492
4639,16976,34799
4995,15640,34496
5436,14951,35421
5604,14617,36571
5540,14426,36217
5140,13839,35847
5349,13224,36466
5377,13374,36171
5343,13252,35953
5556,13344,35505
5916,15134,35281
5682,14996,34772
5221,13689,33263
4743,12989,32276
4435,13781,31575
4072,14750,30701
3753,14825,29932
3534,14346,30031
3403,14111,30423
3326,13596,30479
3360,13468,31091
3716,14706,32385
4516,16913,33899
4835,17432,34369
4824,16441,34651
5176,15218,34476
5607,14752,35405
5655,14679,36165
5595,14669,36260
5167,14459,35965
5298,14500,36291
5427,14214,36773
5437,14368,36562
5695,14367,35603
5977,15168,35345
5702,15081,34980
5305,14076,33574
4767,13759,32236
4399,14852,31194
4019,15733,30479
3694,15554,30004
3483,15234,29962
3359,14929,30747
3295,14267,30780
3359,13593,31308
3724,14686,32591
4552,17019,34183
4915,17886,34476
4953,17655,34420
5348,16779,34158
5778,15879,34342
5857,15169,34634
5844,14591,34206
5363,14038,34024
5250,14170,34364
5250,14429,34950
5221,14362,34729
5375,14487,34092
5862,15199,34054
5726,14668,33231
5270,13318,31869
4732,13085,30776
4401,14514,29866
4065,15645,29067
3738,15421,28504
3516,15161,28899
3387,14933,29190
3316,14231,29446
3373,13628,30031
3574,14776,31435
3951,17340,32412
4389,18186,33446
4666,18105,33743
4934,17210,33652
5299,16157,34283
5323,15505,35113
5220,14542,35122
4803,14442,35393
4782,14435,36056
4808,14615,36283
4784,14667,36007
5051,14689,35212
5463,15602,34364
5321,14801,33345
4954,13214,31730
4485,12715,30654
4156,14058,29752
3855,15132,29221
3539,14957,28994
3332,14663,29130
3202,14423,29625
3116,13823,29814
3140,13221,30417
3332,14179,31368
3682,17043,32758
4101,18409,33441
4388,17994,33539
4690,16987,33017
5079,15895,33797
5212,15417,35043
5105,14435,35211
4664,14017,35078
4622,14243,35314
4526,14339,35606
4514,14270,35291
4799,13960,34209
5219,14793,33535
5085,14117,32654
4751,12764,31390
4375,12571,30792
4082,14333,29972
3762,15577,29448
3455,15425,29353
3279,15209,29955
3149,15044,30546
3079,14378,30710
3123,13234,30978
3522,14080,32267
4429,17264,33616
4759,18881,35038
4755,18262,34981
5134,17014,34842
5399,15770,36010
5341,15253,37984
5261,14555,38140
4836,14148,37993
5117,14340,38149
5146,14454,38857
5160,14880,38405
5373,14680,37041
5660,15660,36028
5448,15160,34984
5002,13794,33527
4507,13549,32647
4256,15210,32032
3860,16371,31388
3529,16292,31125
3300,16153,31535
3191,15921,32379
3095,15482,32367
3152,14282,32471
3557,14685,33663
4491,16940,35656
4874,18088,35950
4865,17419,35979
5115,16256,35843
5533,14909,37037
5523,14357,38636
5405,14253,38603
4943,13806,37975
5072,13785,38576
5079,14262,38940
5080,14277,38972
5344,14477,37654
5679,15840,36642
5438,15158,35503
4980,13794,33901
4448,14008,33302
4105,15819,32640
3731,16686,32108
3379,16835,32101
3144,16370,32557
3054,16041,32931
2987,15320,33017
2984,14506,33544
3367,15230,34422
4268,17031,36256
4778,17906,37238
4898,17691,36579
5271,16390,36325
5624,16164,37208
5557,15460,38896
5432,14882,38815
4974,13980,38458
5006,14406,38726
5047,14424,38846
5078,14519,39217
5334,14841,37739
5619,15142,37071
5392,14752,35906
4850,13483,34558
4269,13425,33556
3908,15185,32913
3504,16009,32132
3178,16387,31785
2968,16201,31977
2867,16113,32432
2799,15843,32942
2848,14591,33247
3168,15106,34357
3841,17367,36292
4540,18062,37292
4952,17938,36892
5296,16678,36365
5675,15892,37450
5579,15531,38907
5347,15046,38629
4859,14660,38463
5015,14751,38576
4988,15240,38628
5011,15710,38131
5251,15369,37173
5582,15964,35960
5339,15547,34645
4872,14336,33305
4312,14049,32460
3957,15669,31669
3550,16717,30979
3204,16327,30673
2971,15827,31098
2848,15666,31747
2784,15033,31706
2815,13946,32007
3107,14728,33274
3724,18163,35135
4598,19580,35859
5071,19042,35248
5458,17717,35028
5838,16496,36106
5770,15650,37520
5665,14657,37626
5105,14006,37145
5022,14148,37525
4985,14598,38011
5024,14656,37594
5262,14981,36415
5562,15945,35239
5324,15366,33993
4824,13824,32597
4224,13585,31505
3911,15376,30840
3524,16056,30200
3180,15657,30000
2965,15205,30504
2837,14873,31415
2765,14227,31578
2798,12951,32128
3057,13774,33419
3585,17127,34596
4264,18706,35486
4674,18099,35042
5012,17017,34471
5323,15958,35868
5269,15365,37325
5087,14424,37595
4567,14039,36965
4527,14358,37347
4473,15215,37203
4488,15156,37529
4819,15144,36233
5207,15793,35551
4989,14681,33980
4588,13191,32607
4053,13065,31280
3729,14965,30022
3330,15786,29601
3027,15272,29760
2810,14768,29993
2689,14453,30836
2612,14001,31253
2634,12943,31975
2879,13663,33073
3310,16984,34130
3921,18718,34986
4378,18383,34925
4734,17443,35127
5088,16229,35774
5182,15193,37104
5047,14208,37476
4550,13796,36874
4396,14012,37446
4255,14477,36954
4187,14181,36465
4509,14060,35137
4895,15115,34086
4773,14275,32649
4385,12954,31630
3966,12730,30519
3623,14482,29853
3242,15456,29333
2916,14975,29297
2733,14542,29842
2627,14296,30425
2565,13638,30637
2632,12704,31094
3112,13437,32229
4217,16527,34309
4792,18364,35069
4778,17582,35064
5192,16440,35119
5373,15884,36367
5266,15201,38048
5196,14684,37752
4777,13997,37427
4812,14449,37654
4857,14907,37654
4827,14629,37469
5082,14863,35547
5424,15460,35018
5188,15024,33941
4764,13710,32305
4231,13346,31332
3871,15107,30394
3453,16137,29761
3077,15745,29712
2868,15173,30150
2773,14857,31134
2712,14271,31569
2773,13157,32075
3231,13728,33132
4323,16888,34762
4920,17707,35710
5002,18128,35481
5246,16390,35770
5457,15654,37020
5385,15122,38802
5228,14044,38578
4698,14331,37283
4790,14584,37635
4764,14787,38071
4730,15568,38092
5029,15753,36976
5373,16685,35808
5128,15611,34377
4730,13803,32818
4191,13413,31605
3786,15138,30537
3365,16051,29824
3016,15582,29584
2817,15176,30125
2691,14869,30899
2628,14302,31237
2689,13139,31852
3183,13872,33329
4316,17310,34837
4929,19087,35598
4986,18890,35320
5193,16815,34998
5463,14964,35756
5374,14408,37361
5141,14013,37297
4706,14189,36992
4749,14372,37000
4722,14439,37391
4720,14576,36863
5056,15026,35766
5369,16421,34510
5172,15891,33969
4704,14169,31917
4220,13575,30944
3868,14779,29880
3478,15649,29021
3101,15150,29156
2879,14723,29918
2710,14445,30868
2660,13859,31104
2714,12673,31459
3271,13759,32958
4464,17529,34728
5074,19338,35435
5049,19332,35301
5252,18711,34955
5478,17786,36075
5400,16199,37199
5185,14268,37715
4691,13753,37320
4766,14004,37374
4793,14611,37275
4794,14884,37261
5081,15214,36332
5364,16037,35371
5238,14959,34315
4781,13505,33049
4256,13268,32426
3944,14578,31156
3586,15396,30423
3244,14892,30352
3040,14342,30993
2910,14092,31725
2844,13575,32026
2895,12799,32424
3419,13611,33975
4582,16847,36200
5199,18817,36605
5260,18534,35929
5481,17522,35780
5577,16292,36993
5504,15432,37964
5349,14495,38194
4776,13947,37742
4830,14113,37320
4811,14769,37380
4848,14835,37004
5140,15139,35673
5526,15755,34414
5282,14835,33798
4769,13225,32568
4248,12664,32232
3846,14044,31703
3399,14854,30721
2984,14464,30516
2752,13965,30970
2601,13670,31874
2497,13301,32079
2601,12336,32748
3067,13395,34050
3981,16584,35321
4707,18571,35846
4889,17946,35478
5044,16598,34995
5260,15451,36433
5177,14496,38104
5040,13594,37876
4530,13123,37474
4491,12892,37527
4451,13499,37940
4450,13797,37865
4779,13976,36460
5090,14886,35065
4952,13816,34178
4547,12228,32632
4090,11831,31952
3704,13231,30967
3297,14030,30136
2930,13632,30050
2694,13219,30499
2565,12923,31563
2499,12443,31856
2573,11533,32327
3067,13395,34050
3981,16584,35321
4707,18571,35846
4889,17946,35478
5044,16598,34995
5283,15541,36343
5239,14931,37295
5075,14051,37291
4549,13533,36973
4422,13542,36868
4186,13880,36609
4081,14042,36226
4350,14141,35130
4770,14753,33736
4695,13536,32964
4354,11948,31927
3981,11506,31037
3599,12883,30470
3188,13552,29797
2808,13070,29856
2628,12851,30138
2499,12610,30669
2450,12044,30938
2537,11251,31408
3064,12362,32820
4262,15869,34603
4919,17895,35356
5026,16834,35123
5225,16051,34781
5368,15073,35887
5307,14180,37480
5016,13601,37572
4516,12959,37606
4553,13001,37657
4493,13622,37758
4512,14274,37621
4791,14832,36222
5159,15626,34971
4981,14519,33648
4577,12827,32657
4063,12370,32006
3648,13579,31209
3178,14213,30595
2780,13850,30345
2566,13374,30649
2447,13017,31232
2403,12443,31368
2506,11636,31896
3061,12662,33370
4205,16259,35072
4973,17113,35992
5142,16893,36022
5332,15359,36118
5428,14934,37184
5217,14150,38358
5029,14010,38523
4627,13438,38216
4620,13681,38325
4564,14025,38562
4519,13963,38400
4843,14364,36999
5229,14779,35267
5044,14458,34206
4595,13045,33176
4131,13179,32397
3724,13916,32148
3279,15142,31507
2889,14605,31248
2687,14158,31488
2573,13859,32042
2525,13225,32137
2539,12305,32441
2962,13356,33524
4088,16671,35303
4801,17896,35891
4903,17783,35933
4946,16998,36116
5347,15595,36987
5269,13754,38537
5011,13521,38153
4517,13185,37733
4572,13558,37938
4570,13583,37573
4523,14034,37085
4852,15063,36171
5280,16132,35216
5100,15311,34357
4648,13260,33519
4038,13105,32948
3715,14433,32240
3237,15044,31505
2771,14570,30957
2509,14057,31047
2398,13898,31479
2383,13343,31762
2452,12331,31957
3042,13541,33012
4196,17187,34597
4992,19344,35415
5181,19009,35094
5316,17392,34905
5424,15928,35946
5322,15011,37371
5070,13990,37491
4589,13497,37160
4610,13550,37155
4641,14064,36821
4574,14608,36502
4935,15482,35416
5326,16187,34240
5140,15122,33662
4650,13299,32586
4124,13020,31994
3677,14797,31033
3212,15650,30597
2828,15022,30317
2594,14668,30685
2455,14238,31109
2393,13730,30944
2481,12703,31712
3007,13865,33030
4167,17722,34739
4996,19875,35543
5199,19525,35072
5389,17767,34844
5644,16619,35694
5568,15566,37036
5369,14001,37148
4745,13216,36745
4701,13086,36862
4636,13709,36609
4649,14404,36020
5034,15119,34953
5267,16388,33924
5118,15576,32960
4644,13924,32299
4125,13222,31504
3698,14642,30909
3247,15166,30189
2861,14710,29896
2622,14406,30441
2485,14245,31325
2412,13746,31364
2503,12642,31894
2919,13825,33124
3758,17668,34456
4624,20212,34689
4974,19365,34703
5192,17478,34440
5447,16090,35826
5297,14892,37266
5053,13775,37111
4459,13241,36891
4385,13589,37127
4275,14457,36990
4271,15027,36633
4629,15683,35626
5035,16696,34470
4831,15822,33443
4423,14074,32427
3964,13557,31489
3584,14866,30661
3129,15567,29880
2727,15061,29875
2506,14461,30071
2379,14234,30547
2327,13619,30668
2377,12709,31222
2689,13638,32123
3237,17186,33172
4068,19484,34037
4697,19396,34071
5143,17756,33992
5461,16279,35586
5456,15416,37082
5204,13930,36859
4622,13239,36576
4387,13426,36581
4177,13827,36404
4113,14082,36006
4408,14495,34430
4796,15588,33582
4675,14683,32783
4336,13262,31583
3924,12745,30902
3500,14030,30123
3025,14811,29552
2657,14253,29606
2438,13741,29784
2332,13471,30314
2275,12948,30389
2379,12097,30927
2952,13474,32584
4226,17415,34245
4998,19801,34986
5160,19432,35353
5347,17654,35456
5558,16016,36374
5343,14579,37882
5055,13604,37992
4755,12943,37478
4652,13057,37659
4574,13603,37569
4409,14511,36834
4776,15239,35549
5043,16328,34605
5004,15726,33767
4649,14179,32609
4188,13688,31496
3825,15027,30568
3380,15718,29921
2739,15284,29792
2513,14864,30186
2409,14545,30614
2361,13964,30989
2448,13015,31559
3006,14064,32934
4251,17948,34875
4987,20042,35800
5105,19597,36137
5237,17850,35558
5377,16362,36866
5209,15129,38593
5050,14319,38336
4682,13697,37864
4616,13544,37920
4580,14030,37693
4528,14657,37600
4819,15426,36557
5157,16409,35484
4998,15403,34274
4615,13734,33095
4102,13217,32227
3688,14680,30963
3233,15468,30198
2843,14922,30105
2590,14351,30466
2452,14033,30888
2405,13343,31372
2501,12341,32153
3051,13673,33822
4282,17584,35870
5136,20241,36828
5263,19037,36703
5382,16871,36445
5611,15605,37652
5496,14242,38861
5237,13005,38811
4675,13092,38447
4579,13308,38680
4543,13440,38371
4524,14268,37305
4876,14826,36238
5351,16041,35541
5123,14952,34984
4626,13702,33479
4134,13280,32402
3756,14791,31391
3275,15618,30453
2847,15011,30264
2606,14509,30760
2497,14065,31593
2435,13472,31662
2518,12369,32270
3062,13660,33453
4226,17737,34956
5042,20033,36208
5260,19503,36805
5455,17721,36720
5697,16488,37754
5576,14941,39115
5348,14307,39282
4686,13698,38871
4772,13917,38870
4706,14497,38838
4706,15046,38574
4973,15559,37309
5246,16229,36032
5019,15137,34736
4575,13515,33611
4059,12898,32484
3630,14075,31298
3208,14815,30548
2838,14404,30296
2564,13991,30841
2452,13669,31587
2416,13074,31411
2482,12206,31795
3058,13426,33001
4331,17395,34636
5152,19831,35984
5328,19589,36297
5567,18049,36465
5828,16608,37102
5644,15524,38367
5376,14483,38484
4855,13760,38022
4772,13565,37801
4713,14167,37847
4639,14651,37379
4914,15119,36181
5361,15990,35201
5135,14969,33842
4671,13412,32537
4065,12996,31255
3639,14391,30254
3261,15096,29468
2829,14522,29560
2579,13979,29900
2448,13823,30550
2384,13308,31025
2468,12506,31234
2818,13275,32832
3519,16850,34626
4426,19008,35823
5002,19064,36052
5247,17987,36139
5533,16784,36726
5432,16171,38274
5164,15149,38161
4580,14314,37853
4395,14345,38140
4244,14925,38143
4211,15170,37801
4654,15216,36546
5037,15907,35552
4741,14581,34123
4212,12965,32380
3932,12577,31383
3655,13999,30535
3243,14866,29838
2859,14423,29624
2639,14055,30084
2525,13727,30900
2475,13186,31026
2489,12281,31581
2773,13357,32738
3332,16516,33999
4099,18733,34583
4810,19090,34397
5145,17938,34499
5410,17151,36327
5450,16488,37933
5229,15364,37677
4723,14768,37058
4485,14178,37005
4253,14284,36945
4159,14485,36421
4434,14614,34822
4927,15293,33389
4739,14215,32420
4443,12819,31255
3937,12442,30408
3557,13563,29532
3088,14002,28879
2723,13654,28633
2494,13240,29079
2331,12989,29725
2262,12503,30009
2405,11718,30488
2940,12859,31876
4188,16555,33873
5064,19136,35404
5068,19344,35994
5308,18267,36133
5518,16477,37191
5330,15317,38836
5058,14663,38474
4634,14674,37785
4646,14922,38003
4521,14883,38003
4598,15346,37615
4941,15731,36544
5283,16192,35610
5053,14835,33535
4631,13099,32120
4167,12638,31011
3748,13857,29808
3253,14485,28809
2793,13993,28836
2575,13595,29932
2449,13199,30646
2383,12603,30942
2490,11685,31379
3028,12700,32819
4283,16226,33731
5035,18665,34699
5194,18228,35094
5447,18055,34515
5701,16867,34989
5527,15798,36480
5319,14758,36487
4804,13673,34904
4682,13293,35038
4671,13838,34991
4636,13830,34623
5025,13761,34486
5399,14515,34654
5218,13589,33446
4865,12339,31875
4317,11869,30323
3871,12794,29187
3330,13426,28207
2892,12919,27788
2657,12579,28205
2542,12367,28787
2485,11684,28870
2578,10719,29691
3140,11260,31199
4512,14579,33445
5339,17026,35038
5504,18229,35514
5722,17656,35654
5795,16034,36099
5544,14806,36884
5329,13045,36838
4723,12122,35704
4692,12072,35562
4680,12397,35588
4637,12792,35774
5067,13494,35138
5421,14466,34766
5236,12996,33921
4867,11750,32332
4327,11335,31155
3853,12282,30412
3263,13017,29500
2832,12776,29065
2555,12533,29304
2446,12411,29751
2401,12031,30011
2496,11023,30631
3003,12011,32052
4279,15585,34026
5175,17191,35195
5331,17362,35605
5561,16448,35740
5666,15587,36419
5517,14780,37461
5201,13632,37194
4644,13042,36476
4675,12913,36529
4634,13630,36435
4568,14021,36180
4898,14477,35156
5393,15775,35215
5147,14872,33771
4651,13077,32182
4144,12225,31246
3695,13179,30185
3173,13480,29318
2729,12895,28680
2486,12439,28970
2380,12190,29339
2296,11632,29415
2400,10607,30000
2971,11758,31384
4256,16192,33581
5251,19223,34856
5414,19310,35237
5556,17978,34901
5810,16503,35525
5659,15133,36704
5393,13938,36567
4776,13487,36255
4662,13081,36425
4560,13577,36329
4593,14085,35990
5006,14598,35017
5447,15682,34512
5229,14765,33821
4786,12889,32259
4242,12112,31290
3812,13333,30283
3332,14024,29536
2881,13712,29476
2626,13261,29466
2506,13058,29612
2418,12581,29624
2478,11551,30210
2889,12651,31588
3739,15975,33772
4632,17977,35254
5186,18080,35862
5463,17187,35907
5534,16212,36091
5463,15081,37487
5203,13850,37326
4591,13099,35028
4455,13469,35284
4370,13787,36456
4339,14000,36534
4642,15152,35461
5103,15969,34929
4942,15582,33704
4595,14049,32419
4068,13338,31549
3680,14437,30488
3215,14848,30388
2804,14286,30415
2542,13752,30214
2405,13598,30195
2338,12976,30249
2379,12033,30756
2678,13092,32043
3252,16619,33519
4016,18614,34487
4661,18882,34716
5022,18484,34546
5239,17901,34771
5217,16567,36280
4989,15326,36250
4457,15505,35850
4273,15630,35924
4081,15891,35750
4052,15934,35673
4313,15396,34572
4666,16047,33824
4483,14658,32887
4251,13012,31502
3971,12415,31169
3660,13539,30565
3281,13853,30189
2954,13307,30547
2781,12805,30130
2687,12211,30166
2641,11715,30306
2721,11013,30831
3130,12253,32112
4085,15921,34578
4708,18234,36192
4854,19023,36143
4978,17789,36077
5743,15947,36739
5614,15155,38087
5326,14211,37866
4784,13670,37199
4696,13616,36934
4671,14083,36713
4716,14226,35892
5098,14741,34862
5068,15071,34194
4699,13375,33488
4308,11474,32664
3890,10843,31520
3565,11486,30677
3066,11763,30128
2745,11296,30113
2602,10990,29964
2475,10801,29912
2268,10537,30103
2396,10044,30763
2960,11063,32136
4262,13600,34914
5113,15906,36809
5313,16159,36935
5563,16101,36356
5744,15311,36587
5540,14645,37555
5301,13802,37504
4781,13810,37084
4782,13950,37071
4713,14022,36866
4733,14250,36235
5099,14616,34815
5379,15537,34239
5222,15411,33226
4815,14218,31822
4314,13668,31129
3804,14212,30285
3270,14537,29864
2829,13957,30147
2571,13528,29884
2439,12962,29838
2402,12288,29916
2493,11214,30389
3092,12228,32028
4485,15253,34326
5383,16780,36124
5575,17662,36675
5757,17199,36285
5936,16068,36705
5755,15326,37862
5423,14389,37623
4881,14057,37160
4844,14204,36895
4759,14655,36842
4737,15275,36263
5072,15924,34753
5463,17046,34499
5305,16049,33603
4833,14061,32135
4237,13042,31100
3892,13764,30381
3325,14056,29813
2845,13463,29910
2572,12923,29869
2464,12389,29974
2395,11943,29881
2458,11099,30328
3032,12120,31953
4372,15838,34639
5270,18469,36155
5521,18740,36392
5764,17968,36077
5939,17180,36521
5729,15749,37944
5479,14691,37410
4844,14407,36695
4838,14492,37007
4786,14898,36706
4775,15577,36141
5138,15926,35272
5566,16661,34740
5396,15634,33511
4977,13638,32486
4478,13169,31944
3998,13781,31120
3395,14322,30632
2902,13596,30997
2641,13148,30766
2480,12970,30860
2451,12347,30874
2554,11498,31632
3189,12436,33378
4612,15919,35831
5527,17861,37028
5896,18117,36569
6138,17328,35812
