Load_MW_z1,Load_MW_z2,Load_MW_z3,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind,GrpWeight,SubWtAsInGenXInputs
6500.8722352077975,14473.997893865848,37006.961307011254,0.0,0.8420000000000001,0.0,0.256,0.0,0.163,8.0,1344.0
6148.52955149394,14001.878660447563,36867.22199902275,0.0,0.8079999999999999,0.0,0.265,0.0,0.153,8.0,1344.0
5836.1123843482255,13589.647701881493,36327.22938743863,0.0,0.807,0.0,0.245,0.0,0.133,8.0,1344.0
5535.672872172953,12874.980955311743,36087.676288029776,0.0,0.8079999999999999,0.0,0.212,0.0,0.10400000000000001,8.0,1344.0
5352.0154959594975,12501.67737539961,35556.66691767348,0.0,0.8,0.0,0.179,0.0,0.11699999999999999,8.0,1344.0
5288.13466945047,12932.87295433555,35939.951876727646,0.0,0.789,0.0,0.162,0.0,0.175,8.0,1344.0
5297.117910678302,14290.340517652392,36750.439863060936,0.001,0.757,0.004,0.15,0.0,0.23600000000000002,8.0,1344.0
5313.088117305559,14632.701822224215,36682.5664848951,0.217,0.53,0.193,0.064,0.09,0.282,8.0,1344.0
5373.974530071976,14116.664520580973,36810.32813791315,0.495,0.192,0.419,0.073,0.353,0.158,8.0,1344.0
5788.201764466454,13779.293905580169,37038.90172026576,0.659,0.16,0.5920000000000001,0.207,0.5479999999999999,0.038,8.0,1344.0
6361.132927219299,13194.385087856881,38165.79942540159,0.74,0.615,0.6890000000000001,0.20199999999999999,0.677,0.002,8.0,1344.0
6611.665543684393,12630.437166331869,39209.85168365851,0.785,0.5770000000000001,0.722,0.168,0.7559999999999999,0.0,8.0,1344.0
6637.617129453685,12641.416683388108,39298.68595802263,0.77,0.531,0.716,0.13699999999999998,0.768,0.0,8.0,1344.0
6452.961615326027,12357.945515754298,38554.075074026776,0.698,0.5479999999999999,0.634,0.11699999999999999,0.721,0.0,8.0,1344.0
6790.3322303268305,12474.727651716114,38751.706381039075,0.556,0.551,0.509,0.11,0.636,0.002,8.0,1344.0
7000.939330223781,12720.26957861019,38912.40658522585,0.36,0.47100000000000003,0.363,0.12,0.479,0.004,8.0,1344.0
6915.099469602275,12727.256544009615,38133.85901214708,0.10099999999999999,0.457,0.145,0.153,0.245,0.004,8.0,1344.0
6484.90202858054,12428.813307662751,37322.372887899575,0.0,0.45299999999999996,0.003,0.254,0.01,0.002,8.0,1344.0
6298.250238624474,11792.999456315081,36178.506838222296,0.0,0.397,0.0,0.37,0.0,0.003,8.0,1344.0
6478.913201095319,13441.923290579365,37231.542337707055,0.0,0.319,0.0,0.484,0.0,0.013000000000000001,8.0,1344.0
6426.01189164253,14039.807901187298,36883.19220565001,0.0,0.29,0.0,0.5479999999999999,0.0,0.043,8.0,1344.0
6303.240928195492,13300.18770676246,36082.68559845875,0.0,0.26899999999999996,0.0,0.542,0.0,0.086,8.0,1344.0
6572.738165030453,14853.290301263201,36292.2945604415,0.0,0.193,0.0,0.501,0.0,0.11,8.0,1344.0
6766.376920385945,15185.670226692988,36823.303930797796,0.0,0.111,0.0,0.499,0.0,0.09699999999999999,8.0,1344.0
