Load_MW_z1,Load_MW_z2,Load_MW_z3,raj_solarpv,raj_onshorewind,GrpWeight,SubWtAsInGenXInputs
8266.971631551987,13181.199239479989,31329.57466652209,0.0,0.82,1.0,168.0
7828.397547412854,12911.461192287356,30868.022896881364,0.0,0.83,1.0,168.0
7445.769132321082,12513.847330129327,30641.24313127867,0.0,0.75,1.0,168.0
7095.10967097066,12096.252871882954,30497.3828394426,0.0,0.64,1.0,168.0
6764.43080570858,11506.825287276832,30833.05685372676,0.0,0.55,1.0,168.0
6489.697609493862,12179.172345649578,32147.780076339743,0.0,0.46,1.0,168.0
6242.937247802824,12483.876435996812,33572.39657743861,0.04,0.28,1.0,168.0
6231.947919954235,11953.391609851302,34600.39824618387,0.19,0.07,1.0,168.0
6225.9537411277315,11762.576917207623,34734.26823997577,0.36,0.02,1.0,168.0
6639.552080156435,11300.02611776248,34637.3623489473,0.51,0.01,1.0,168.0
7234.973843589062,11132.189110620397,34767.23622352153,0.62,0.01,1.0,168.0
7511.705099412615,11106.21433570555,35179.83553274582,0.63,0.01,1.0,168.0
7635.584795160343,11163.15903455733,35036.97427071416,0.63,0.01,1.0,168.0
7535.681814718627,11176.146422014752,34344.64661625308,0.59,0.02,1.0,168.0
7973.256869053342,11304.022236980149,34412.58064295344,0.52,0.02,1.0,168.0
8227.0104393753,11055.263815680277,34675.32548151515,0.4,0.03,1.0,168.0
8086.147236952481,11188.134779667758,34194.7921455905,0.25,0.04,1.0,168.0
7811.414040737763,10786.524798292061,33327.63427535641,0.1,0.06,1.0,168.0
7446.7681621255,10233.062286644954,32909.04078730562,0.01,0.13,1.0,168.0
7420.793387210653,10747.56263591979,33756.21806145137,0.0,0.25,1.0,168.0
7678.54307675028,12597.765833700369,34273.71550013946,0.0,0.39,1.0,168.0
7797.427623475922,12304.051071201724,33713.25977986143,0.0,0.5,1.0,168.0
8217.020141331128,12870.500970306253,32891.05825082611,0.0,0.55,1.0,168.0
8457.786324195664,12853.51746363116,32972.97869478832,0.0,0.54,1.0,168.0
8144.090965608676,12538.823075239756,32964.98645635298,0.0,0.49,1.0,168.0
7692.52949401212,12435.92300538479,32371.562752529186,0.0,0.39,1.0,168.0
7343.8680922705325,12211.141299390929,32090.835377487965,0.0,0.38,1.0,168.0
7018.184376030538,11754.584678772288,31899.02165503987,0.0,0.44,1.0,168.0
6716.477375096557,11296.029998544811,31857.06240325435,0.0,0.48,1.0,168.0
6434.750970250918,11662.673936765908,32840.10773080083,0.0,0.5,1.0,168.0
6144.033297165524,11763.575947012041,34106.87752280179,0.04,0.44,1.0,168.0
5996.176886111785,11517.81461512542,34597.40115677062,0.19,0.23,1.0,168.0
5917.25353156283,11699.638039529344,34979.03054205797,0.36,0.16,1.0,168.0
6049.125465745895,11103.217246292299,34616.38272305454,0.5,0.09,1.0,168.0
6505.682086364536,10750.559725333043,34504.49138495982,0.61,0.03,1.0,168.0
6836.360951626615,10517.785780903845,34780.22361097896,0.67,0.0,1.0,168.0
7060.143627816059,10216.078779969863,34539.45742811442,0.68,0.0,1.0,168.0
7071.132955664648,9746.5347718938,34220.766920505346,0.65,0.01,1.0,168.0
7314.896227942434,9901.384391578458,34022.95901923075,0.56,0.02,1.0,168.0
7451.763311147585,9590.68612240472,34056.92603258093,0.43,0.03,1.0,168.0
