Load_MW_z1,Load_MW_z2,Load_MW_z3,raj_solarpv,raj_onshorewind,GrpWeight,SubWtAsInGenXInputs
2935.860676700903,14580.509975281064,28660.06751694423,0.0,0.44,13.0,2184.0
2650.4574973887143,14121.469896667053,28459.486960854196,0.0,0.42,13.0,2184.0
2501.7684284463503,14012.697356299821,28386.63929620458,0.0,0.37,13.0,2184.0
2438.8998959405185,13489.790831965602,28588.217765508994,0.0,0.29,13.0,2184.0
2538.6912173783467,12406.05708115079,29360.602593437783,0.0,0.23,13.0,2184.0
2991.7438167060864,13778.187750920924,30879.426505721527,0.0,0.2,13.0,2184.0
4057.51512966209,17601.19327520412,32915.16946305322,0.01,0.15,13.0,2184.0
5032.476340109671,19811.571045052013,34553.74296106236,0.16,0.09,13.0,2184.0
5528.439207655677,19708.785983971047,34945.92285431302,0.36,0.06,13.0,2184.0
5782.907077322138,18527.256738147164,35548.6624357975,0.52,0.02,13.0,2184.0
5970.514761625255,17064.315965868605,35527.706258295555,0.63,0.0,13.0,2184.0
5680.1220162411755,15509.567177867242,36900.83484128007,0.69,0.01,13.0,2184.0
5328.856564780021,14731.194870652183,36676.30436804496,0.7,0.01,13.0,2184.0
4664.246364004085,14223.257044533639,36175.35193442706,0.66,0.03,13.0,2184.0
4518.551034704856,14415.854294908646,35971.77763869389,0.58,0.05,13.0,2184.0
4389.820230050058,15191.23286248057,35697.35150473987,0.45,0.07,13.0,2184.0
4368.864052548114,15516.55257036789,35309.16326434672,0.27,0.11,13.0,2184.0
4720.129504009269,15927.692814691742,34198.48585674369,0.09,0.15,13.0,2184.0
5157.215491906956,17046.353528009797,33768.38526134665,0.0,0.2,13.0,2184.0
5031.478426895293,16511.472045103037,32895.21119876565,0.0,0.27,13.0,2184.0
4688.196281149164,14978.677347817997,31707.694473655498,0.0,0.34,13.0,2184.0
4187.2438475312665,14253.194440964988,30564.085929977988,0.0,0.41,13.0,2184.0
3772.111950349902,15159.299639620465,29668.957776680672,0.0,0.44,13.0,2184.0
3249.205426015683,15720.12686610106,29409.50034094232,0.0,0.45,13.0,2184.0
2796.152826687943,15116.3893714022,29367.58798593843,0.0,0.43,13.0,2184.0
2523.7225191626726,14668.326338146351,29165.01160341964,0.0,0.38,13.0,2184.0
2374.0355370059306,14338.017064187141,29025.30375340668,0.0,0.37,13.0,2184.0
2319.150310215125,13651.452772694884,29023.307926977923,0.0,0.37,13.0,2184.0
2405.9687598660353,12686.470694391086,29368.585899152808,0.0,0.34,13.0,2184.0
2723.305162038329,13832.075064497352,30706.787519634083,0.0,0.29,13.0,2184.0
3410.8673667449643,17119.20119265941,32723.570125892587,0.01,0.25,13.0,2184.0
4355.891180761197,19477.270118235287,34336.19788032789,0.17,0.19,13.0,2184.0
5174.180016551387,19375.482970368703,34715.40490179164,0.37,0.21,13.0,2184.0
5621.245136592856,17827.719574867988,35435.89824257276,0.52,0.23,13.0,2184.0
5962.531455910229,16464.570124027257,35982.75468405205,0.62,0.26,13.0,2184.0
5856.752655186131,15911.726203261689,37659.24888420757,0.67,0.27,13.0,2184.0
5545.403732300108,14961.712823173566,36826.98926341608,0.67,0.26,13.0,2184.0
4862.831093665363,14308.079667755792,36480.71337802682,0.63,0.25,13.0,2184.0
4509.569815775451,14191.323821673534,36345.99509408575,0.53,0.28,13.0,2184.0
4229.156202535155,14446.789604554373,35735.27220688624,0.39,0.33,13.0,2184.0
4173.273062529971,14784.084271014231,35157.480455761215,0.23,0.37,13.0,2184.0
4451.690849341511,15081.46240889896,33718.489600627734,0.07,0.4,13.0,2184.0
4881.79144473855,15994.553000055088,32437.169033366023,0.0,0.4,13.0,2184.0
4772.020991156939,15828.899406468292,31696.71742829734,0.0,0.4,13.0,2184.0
4472.647026843455,14233.236176677421,30652.900206057657,0.0,0.38,13.0,2184.0
4098.4295714516,13510.747009467546,29600.101764888568,0.0,0.35,13.0,2184.0
3675.3143685552086,14717.224085650887,29148.04707877521,0.0,0.33,13.0,2184.0
