Load_MW_z1,Load_MW_z2,Load_MW_z3,raj_solarpv,raj_onshorewind,GrpWeight,SubWtAsInGenXInputs
6877.000996987056,12586.643839586734,31832.034750211595,0.0,0.93,5.0,840.0
6487.547890591953,12541.591423679844,31266.37663938066,0.0,0.88,5.0,840.0
6168.176320052009,12208.203545968869,30909.961971317276,0.0,0.84,5.0,840.0
5916.8839557713645,11914.862260175129,30961.021376011748,0.0,0.84,5.0,840.0
5709.642842599676,11516.398670598646,31006.07379191864,0.0,0.88,5.0,840.0
5594.508890837628,12031.998541533037,32047.28518176673,0.0,0.89,5.0,840.0
5571.482100485218,12373.395737627461,33969.52159379397,0.06,0.88,5.0,840.0
5560.469287707979,12522.569292519158,34828.52099041865,0.16,0.89,5.0,840.0
5511.412212609367,12089.064935015096,35153.89954974618,0.29,0.89,5.0,840.0
5784.730202444491,11543.43012014278,34430.05740084217,0.39,0.88,5.0,840.0
6359.398796456803,11472.34741948969,34439.06788402355,0.49,0.86,5.0,840.0
6553.624767255389,11643.546599935866,34867.56641753795,0.54,0.81,5.0,840.0
6612.6934903333095,11185.013122483533,35157.9042089379,0.56,0.77,5.0,840.0
6301.331238176813,11041.84655637942,34728.404510625565,0.53,0.76,5.0,840.0
6438.490815493341,11194.02360566491,35082.816849093084,0.45,0.68,5.0,840.0
6356.395302063011,10829.59961921808,35066.79821232619,0.35,0.54,5.0,840.0
6331.366182114739,10524.244355849167,34906.61184465726,0.23,0.39,5.0,840.0
6357.3964668609415,10099.750481526484,34090.66253434361,0.11,0.28,5.0,840.0
6398.444223576106,10336.025373838167,34525.1680566456,0.03,0.28,5.0,840.0
6634.719115887789,11896.841293812373,35842.70093072261,0.0,0.37,5.0,840.0
6556.628261649182,12671.742847410856,34989.708522885514,0.0,0.4,5.0,840.0
6492.553714581607,12512.55764453985,34275.878021960816,0.0,0.41,5.0,840.0
6664.754059825715,12792.883787960489,33741.25601986574,0.0,0.42,5.0,840.0
6715.813464520188,13053.186635422511,33471.94268922234,0.0,0.44,5.0,840.0
6442.495474685064,12758.84418483084,32903.28108399761,0.0,0.45,5.0,840.0
6106.104102580296,12448.483097472275,32046.2840169688,0.0,0.43,5.0,840.0
5859.817562289305,11961.917005677878,31795.992817486083,0.0,0.51,5.0,840.0
5607.52403321073,11890.834305024788,31595.759857899913,0.0,0.57,5.0,840.0
5408.2922384224885,11554.44293292002,31878.088330916413,0.0,0.57,5.0,840.0
5283.146638681132,11982.941466434426,32903.28108399761,0.0,0.59,5.0,840.0
5207.0581140383865,12305.316531368162,34085.65671035396,0.06,0.56,5.0,840.0
5228.082574794935,12472.511052622614,34582.23445012766,0.18,0.46,5.0,840.0
5302.168769841818,12318.331673741262,35079.8133546993,0.31,0.33,5.0,840.0
5607.52403321073,11728.645607759989,34359.975864987005,0.44,0.26,5.0,840.0
6021.005094756173,11572.463899282775,34249.847737214615,0.54,0.22,5.0,840.0
6313.345215751983,11464.338101106243,34531.175045433185,0.57,0.19,5.0,840.0
6440.493145089203,10956.747548555299,34535.179704624905,0.58,0.19,5.0,840.0
6337.373170902324,10414.116228076773,34424.05041205458,0.54,0.21,5.0,840.0
6535.603800892633,10630.367824429839,33475.94734841406,0.44,0.26,5.0,840.0
6612.6934903333095,10620.35617645053,33211.63984176031,0.33,0.3,5.0,840.0
6586.663205587108,10615.350352460875,32391.685872254944,0.21,0.33,5.0,840.0
6464.521100239543,10109.762129505792,31861.06852935159,0.11,0.32,5.0,840.0
6475.533913016782,10055.699230417527,31938.158218792265,0.03,0.25,5.0,840.0
6843.9625586553375,12211.207040362662,33303.747003169956,0.0,0.12,5.0,840.0
6956.093016023594,12851.95251103841,32934.31719273347,0.0,0.03,5.0,840.0
7062.216484604264,12719.798757711536,32849.21818490935,0.0,0.01,5.0,840.0
7440.656778222128,13246.411441423168,32526.84311997561,0.0,0.04,5.0,840.0
7568.805872357278,13482.68633373485,32096.34225686534,0.0,0.16,5.0,840.0
7245.429642625611,13385.573348335556,31796.993982284013,0.0,0.4,5.0,840.0
6834.95207547396,13222.383486272827,31110.194930903446,0.0,0.5,5.0,840.0
6519.58516412574,12748.832536851532,30802.837337938672,0.0,0.42,5.0,840.0
6268.292799845095,12015.979904766144,30574.571764010438,0.0,0.25,5.0,840.0
6036.022566725136,11587.481371251737,30827.866457886947,0.0,0.14,5.0,840.0
5951.924723698944,12164.15229485991,32318.60084200599,0.0,0.08,5.0,840.0
5966.942195667907,12911.02123411633,34044.60895363879,0.05,0.04,5.0,840.0
5940.9119109217045,13073.209931381129,35172.92168090687,0.19,0.02,5.0,840.0
6102.099443388573,12901.009586137021,35226.98457999513,0.35,0.0,5.0,840.0
6731.832101287082,12364.385254446082,35487.28742745715,0.48,0.0,5.0,840.0
7373.578736760761,12006.969421584767,35480.27927387164,0.58,0.0,5.0,840.0
7773.043491135173,12201.195392383353,36056.95019747981,0.57,0.01,5.0,840.0
7881.169289311705,11947.900698506846,36191.10628040254,0.59,0.03,5.0,840.0
7712.973603259322,11768.692199677223,35845.7044251164,0.56,0.06,5.0,840.0
8086.4080728875315,11860.799361086862,36232.15403711771,0.43,0.08,5.0,840.0
8397.770325044028,11981.940301636496,36246.170344288745,0.34,0.1,5.0,840.0
8269.621230908879,11671.57921427793,35142.88673696894,0.22,0.1,5.0,840.0
8025.3370202137485,11102.917609053204,34409.03294008562,0.11,0.1,5.0,840.0
7655.907209777262,11095.909455467687,34656.32064517454,0.02,0.12,5.0,840.0
7716.978262451044,13362.546557983147,35930.80343294052,0.0,0.12,5.0,840.0
