Load_MW_z1,Load_MW_z2,Load_MW_z3,raj_solarpv,raj_onshorewind,GrpWeight,SubWtAsInGenXInputs
2969.6893339466865,14991.852190889811,30399.978741803003,0.0,0.27,8.0,1344.0
2670.927831537563,14590.51590598689,30066.36173077948,0.0,0.27,8.0,1344.0
2547.4397438751253,14289.76266022837,29657.05847247898,0.0,0.26,8.0,1344.0
2497.6461601402716,13616.553408133146,29774.571330093237,0.0,0.26,8.0,1344.0
2588.2704825377054,12450.387677062869,30021.54750541811,0.0,0.27,8.0,1344.0
3088.1980632356385,13556.801107651321,31421.743080042204,0.0,0.29,8.0,1344.0
4234.446360811975,17455.638714090383,33988.10438573657,0.0,0.31,8.0,1344.0
5292.062079340272,19994.115612893234,36003.748655323456,0.14,0.27,8.0,1344.0
5863.692420616395,19448.377935159235,36055.53398240771,0.37,0.11,8.0,1344.0
6052.90803880884,18544.12645453429,36024.6619604921,0.54,0.06,8.0,1344.0
6159.466308001427,16721.681289838634,36818.37168522567,0.66,0.02,8.0,1344.0
5893.568570857307,15462.899493021529,38508.36591718661,0.71,0.01,8.0,1344.0
5467.335494086958,14852.43015643222,38089.10394213914,0.72,0.0,8.0,1344.0
4812.051932136281,14806.620059396155,37187.84007653828,0.68,0.0,8.0,1344.0
4672.629897678689,14632.342516324166,37384.02679645361,0.6,0.0,8.0,1344.0
4526.2367614982195,14875.335204950254,37083.27355069509,0.46,0.0,8.0,1344.0
4472.459691064577,15295.59305167242,36841.2767337437,0.27,0.0,8.0,1344.0
4719.435866389453,15595.35042575624,35192.11324044534,0.05,0.0,8.0,1344.0
5216.375832063294,16376.11381871875,34001.050717507635,0.0,0.0,8.0,1344.0
5185.503810147685,16405.98996895966,33874.57501482111,0.0,0.0,8.0,1344.0
4835.95285232901,15000.815035962085,32568.987249293237,0.0,0.02,8.0,1344.0
4378.847753643052,14459.060844926875,31819.09587824634,0.0,0.06,8.0,1344.0
3970.5403670172495,15112.352663528158,31572.11970292146,0.0,0.13,8.0,1344.0
3373.017362199003,15399.163705840916,31065.22102050065,0.0,0.21,8.0,1344.0
2878.0691398745553,15079.488898263155,31035.344870259738,0.0,0.27,8.0,1344.0
2581.299380814826,14636.326003022954,30729.612266127733,0.0,0.28,8.0,1344.0
2446.8567047307206,14278.808071806703,30506.537010995587,0.0,0.3,8.0,1344.0
2382.1250458754103,13715.144703928157,30403.96222850179,0.0,0.39,8.0,1344.0
2452.831934778903,12645.578525303496,30706.707217609703,0.0,0.5,8.0,1344.0
2786.448945802424,13639.45845665118,31974.45185949908,0.0,0.58,8.0,1344.0
3493.5178348373493,17183.76574689808,33925.364470230656,0.0,0.61,8.0,1344.0
4507.315199678975,19474.270598701358,35956.942686612696,0.11,0.49,8.0,1344.0
5466.339622412261,19395.59673640029,36205.91060528697,0.34,0.24,8.0,1344.0
6001.122711724592,17631.908000511765,36211.885835335146,0.52,0.25,8.0,1344.0
6336.731466097507,16917.868009753958,36659.032217274136,0.63,0.19,8.0,1344.0
6189.3424582423395,16207.811505694943,37905.86355399488,0.7,0.13,8.0,1344.0
5813.898836881541,15734.772460213831,37477.63873387514,0.71,0.1,8.0,1344.0
5056.040492437065,14770.76867910706,36734.718464551115,0.68,0.09,8.0,1344.0
4680.596871076266,14549.685167324309,36103.33582279317,0.57,0.06,8.0,1344.0
4330.050041582895,14608.441596131437,35663.16054257706,0.43,0.04,8.0,1344.0
4245.400949233644,14571.594344167645,34974.01734368668,0.23,0.02,8.0,1344.0
4407.7280322092665,14760.809962360088,33127.6712587983,0.04,0.01,8.0,1344.0
4931.55653309993,15567.466018864723,32162.67160601683,0.0,0.01,8.0,1344.0
4980.354245160087,15842.326601081117,32585.917067763086,0.0,0.01,8.0,1344.0
4685.576229449752,14369.432394204137,31097.088914090957,0.0,0.01,8.0,1344.0
4340.0087583298655,13887.430503650752,30434.8342504174,0.0,0.03,8.0,1344.0
3870.9531995475418,14855.417771456312,30075.324575851755,0.0,0.05,8.0,1344.0
3293.347628223237,15031.687057877694,29618.219477165796,0.0,0.08,8.0,1344.0
2788.4406891518183,14530.763605505064,29721.79013133429,0.0,0.09,8.0,1344.0
2513.5801069354247,14068.67914844562,29817.39381210521,0.0,0.08,8.0,1344.0
2378.141559176622,13875.480043554388,29225.846037335145,0.0,0.08,8.0,1344.0
2347.269537261013,13233.142813374772,29272.652006045908,0.0,0.11,8.0,1344.0
2468.765881574056,12201.419758388598,29739.71582147884,0.0,0.14,8.0,1344.0
3111.1031117536713,13349.65979931433,31061.23753380186,0.0,0.2,8.0,1344.0
4592.960163702924,16986.583155308057,33932.33557195354,0.0,0.28,8.0,1344.0
5606.757528544549,18030.256670390598,36158.1087649015,0.1,0.3,8.0,1344.0
5973.238304833073,16645.99504256166,36073.45967255226,0.32,0.17,8.0,1344.0
6165.441538049609,15900.087158213546,36876.1322423581,0.51,0.14,8.0,1344.0
6287.93375403735,15217.915061046047,37872.003917055175,0.63,0.12,8.0,1344.0
5992.159866652318,15024.715956154814,39067.04992669167,0.67,0.08,8.0,1344.0
5544.017613038633,14792.677855950396,38875.84256514983,0.68,0.07,8.0,1344.0
4874.791847642196,14931.10401873329,38089.10394213914,0.64,0.06,8.0,1344.0
4847.903312425376,14664.210409914473,38132.92229582581,0.59,0.04,8.0,1344.0
4747.3202732809705,15004.798522660873,37964.619982802,0.45,0.03,8.0,1344.0
4717.444123040058,15603.317399153817,37345.187801140426,0.26,0.01,8.0,1344.0
4909.647356256594,16447.816579296938,35666.14815760115,0.04,0.01,8.0,1344.0
5354.801994846188,17178.786388524593,34366.53562212146,0.0,0.0,8.0,1344.0
5327.913459629367,16816.28909893486,34593.5943639524,0.0,0.0,8.0,1344.0
4995.292320280543,14756.8264756613,33137.62997554527,0.0,0.0,8.0,1344.0
4502.335841305489,13957.141520879548,32038.187646679693,0.0,0.0,8.0,1344.0
4010.375234005133,14937.079248781472,31444.648128560235,0.0,0.0,8.0,1344.0
3405.8811274640066,15373.271042298793,30910.8609109226,0.0,0.01,8.0,1344.0
2930.8503386335005,14843.467311359947,30617.078766886963,0.0,0.03,8.0,1344.0
2659.973243115895,14506.862685312335,30336.242954622387,0.0,0.05,8.0,1344.0
2526.5264387064867,14196.150722806846,29225.846037335145,0.0,0.07,8.0,1344.0
2469.7617532487534,13532.900187458592,29272.652006045908,0.0,0.09,8.0,1344.0
2590.2622258870997,12348.808766243767,29739.71582147884,0.0,0.1,8.0,1344.0
3161.8925671632223,13346.672184290239,31061.23753380186,0.0,0.09,8.0,1344.0
4560.09639843792,17334.14236977734,33932.33557195354,0.0,0.08,8.0,1344.0
5545.01348471333,18043.20300216166,36158.1087649015,0.1,0.06,8.0,1344.0
5794.977275062297,17354.05980327128,36073.45967255226,0.32,0.02,8.0,1344.0
5989.172251628227,15854.277061177481,36876.1322423581,0.51,0.0,8.0,1344.0
6117.63969766415,16171.960125405849,38435.66728493373,0.62,0.0,8.0,1344.0
5939.378667893373,15921.000463382185,39445.48116307656,0.69,0.0,8.0,1344.0
5316.958871207699,15766.640353804138,38979.413219318325,0.7,0.0,8.0,1344.0
4885.746436063864,15004.798522660873,37649.924533597725,0.67,0.0,8.0,1344.0
4832.965237304919,14143.369524047901,37551.33323780272,0.56,0.0,8.0,1344.0
4823.0065205579485,14339.556243963225,37249.5841203695,0.42,0.0,8.0,1344.0
4838.940467353102,15228.869649467715,36692.891854213834,0.23,0.0,8.0,1344.0
5016.205625449182,15918.012848358094,35107.464148096085,0.04,0.01,8.0,1344.0
5382.686401737707,16729.648263236213,34762.892548650896,0.0,0.03,8.0,1344.0
5417.5419103521035,16472.713371164366,34815.67374740985,0.0,0.06,8.0,1344.0
5151.644173207984,14831.516851263581,32421.59824143807,0.0,0.12,8.0,1344.0
4691.551459497934,14167.27044424063,31290.288018982188,0.0,0.21,8.0,1344.0
4129.879834968782,14869.35997490207,30724.632907754247,0.0,0.32,8.0,1344.0
3420.819202584463,15270.696259804992,30164.95302657449,0.0,0.44,8.0,1344.0
2906.9494184407704,14647.280591444622,30154.99430982752,0.0,0.52,8.0,1344.0
2627.1094778508914,14408.271389517324,30006.609430297656,0.0,0.58,8.0,1344.0
2506.609005212545,14127.435577252747,29926.93969632189,0.0,0.61,8.0,1344.0
2461.794779851177,13537.879545832078,30013.580532020536,0.0,0.63,8.0,1344.0
2577.3158941160377,12491.218415725449,30439.813608790882,0.0,0.63,8.0,1344.0
3192.7645890788317,13501.032293868286,32089.972973763943,0.0,0.61,8.0,1344.0
4662.6711809317185,17089.157937801858,34893.35173803622,0.0,0.59,8.0,1344.0
5819.874066929723,18819.98290842538,37372.07633635724,0.11,0.47,8.0,1344.0
6254.07411709765,17259.45199417506,38045.28558845247,0.34,0.2,8.0,1344.0
6463.207168784036,16060.422497839776,37938.72731925988,0.53,0.1,8.0,1344.0
6614.579663337991,16225.73719583949,38082.13284041626,0.64,0.06,8.0,1344.0
6396.483766579331,15958.843587020674,38293.25763545204,0.69,0.04,8.0,1344.0
5969.254818134285,15612.28024422609,37940.71906260928,0.71,0.03,8.0,1344.0
5379.698786713615,14903.21961184177,37274.48091223693,0.68,0.04,8.0,1344.0
5244.260238954813,14901.227868492377,37177.88135979131,0.59,0.06,8.0,1344.0
5041.102417316609,15194.014140853318,36768.57810149081,0.45,0.08,8.0,1344.0
5023.176727172061,15252.770569660446,36354.29548481683,0.25,0.12,8.0,1344.0
5261.190057424663,15891.124313141272,34987.959547132436,0.04,0.2,8.0,1344.0
5617.712116966217,17004.508845452605,33884.53373156807,0.0,0.3,8.0,1344.0
5655.555240604705,16592.217972128015,34088.687424880976,0.0,0.38,8.0,1344.0
5307.0001544607285,15506.717846708201,32940.447383955245,0.0,0.42,8.0,1344.0
4740.349171558091,14788.694369251607,31647.80595019844,0.0,0.45,8.0,1344.0
4290.215174595011,15531.614638575627,31074.183865572923,0.0,0.47,8.0,1344.0
3568.2082104396304,15812.450450840204,30497.574165923314,0.0,0.48,8.0,1344.0
3020.4787893562375,15113.348535202855,30411.929201899366,0.0,0.51,8.0,1344.0
2707.775083501355,14578.565445890525,29959.803461586893,0.0,0.54,8.0,1344.0
2567.357177369067,14253.911279939277,29671.00067592474,0.0,0.56,8.0,1344.0
2517.5635936342132,13676.305708614971,29710.835542912624,0.0,0.56,8.0,1344.0
2628.1053495255887,12557.941817930152,30243.62688887556,0.0,0.56,8.0,1344.0
3211.6861508980764,13350.655670989026,31502.408685692666,0.0,0.55,8.0,1344.0
4634.786774040201,16892.971217886534,34440.23012604905,0.0,0.52,8.0,1344.0
5692.402492568497,18467.44433558261,36754.63589804505,0.1,0.38,8.0,1344.0
6147.515847905062,16932.806084874417,37053.39740045418,0.32,0.16,8.0,1344.0
6347.686054519175,16049.467909418108,37306.348805827234,0.51,0.11,8.0,1344.0
6521.963597591163,16627.073480742412,38060.22366357293,0.63,0.1,8.0,1344.0
6338.723209446901,16088.306904731295,39231.368753016686,0.67,0.05,8.0,1344.0
5879.626367411548,16423.91565910421,38775.25952600543,0.69,0.03,8.0,1344.0
5171.5616067019255,15671.036673033219,37718.63967915183,0.66,0.02,8.0,1344.0
5079.941412629794,15183.05955243165,37517.47360086302,0.53,0.01,8.0,1344.0
4992.304705256452,15356.341223828942,37375.06395138134,0.39,0.02,8.0,1344.0
4989.317090232361,15876.186238020817,36763.59874311733,0.2,0.03,8.0,1344.0
5114.796921244192,16238.683527610552,35135.348554987606,0.03,0.05,8.0,1344.0
5566.922661556666,16992.558385356242,33909.430523435505,0.0,0.08,8.0,1344.0
5544.017613038633,16963.678106790027,34053.83191626658,0.0,0.11,8.0,1344.0
5214.3840887139,15817.429809213689,32681.520748534007,0.0,0.13,8.0,1344.0
4696.5308178714195,15028.699442853604,31888.806895475132,0.0,0.14,8.0,1344.0
4250.380307607129,15465.887108045621,31115.014604235505,0.0,0.15,8.0,1344.0
3673.7706079575205,15817.429809213689,30553.34297970635,0.0,0.14,8.0,1344.0
3105.127881705489,15135.25771204619,30277.48652581526,0.0,0.11,8.0,1344.0
2787.444817477121,14732.925555468571,29745.69105152702,0.0,0.09,8.0,1344.0
2637.068194597862,14261.878253336854,29641.124525683827,0.0,0.07,8.0,1344.0
2562.3778189955815,13682.280938663154,29641.124525683827,0.0,0.05,8.0,1344.0
2646.031039670136,12703.339082435927,30292.424600935716,0.0,0.03,8.0,1344.0
2951.763643802139,13751.99195589195,32227.40326487214,0.0,0.03,8.0,1344.0
3597.0884890058455,17536.304319740844,34755.92144692802,0.0,0.05,8.0,1344.0
4441.5876691489675,20231.133071471137,35484.89951280628,0.1,0.08,8.0,1344.0
5267.165287472845,19988.140382845053,33900.46767836323,0.33,0.07,8.0,1344.0
5638.625422134855,18832.92924019644,33036.05106472617,0.52,0.05,8.0,1344.0
5755.142408074414,17301.278604512336,32919.53407878661,0.64,0.09,8.0,1344.0
5564.930918207271,16578.275768682255,34129.51816354356,0.71,0.11,8.0,1344.0
5356.793738195583,15802.491734093233,34067.77411971234,0.73,0.11,8.0,1344.0
4694.539074522026,14802.636572697367,33697.30985672503,0.69,0.1,8.0,1344.0
4001.4123889328594,14229.014488071849,32827.91388471448,0.58,0.08,8.0,1344.0
3556.2577503432653,14270.841098409126,32275.2051052576,0.43,0.05,8.0,1344.0
3379.9884639218826,14310.67596539701,31662.744025318894,0.23,0.04,8.0,1344.0
3609.0389491022106,14639.313618047046,30229.684685429802,0.03,0.05,8.0,1344.0
4211.541312293943,15476.841696467289,29447.925420792595,0.0,0.07,8.0,1344.0
4322.083068185319,15871.20687964733,30285.453499212836,0.0,0.09,8.0,1344.0
4264.322511052887,14587.528290962797,29416.057527202287,0.0,0.14,8.0,1344.0
4105.978914776052,13996.976387867431,28581.517063806135,0.0,0.21,8.0,1344.0
3668.791249584035,14885.293921697225,28364.417038722175,0.0,0.29,8.0,1344.0
3050.3549395971495,15217.915061046047,28039.762872770927,0.0,0.38,8.0,1344.0
6486.1122173020685,14441.135154782327,36922.93821106886,0.0,0.07,4.0,672.0
6134.569516134,13970.08785265061,36783.51617661127,0.0,0.06,4.0,672.0
5822.861681953815,13558.792851000717,36244.74960060015,0.0,0.05,4.0,672.0
5523.104307869994,12845.748731917609,36005.74039867285,0.0,0.04,4.0,672.0
5339.863919725732,12473.2927255809,35475.93666773401,0.0,0.06,4.0,672.0
5276.128132545119,12903.509289050038,35858.35139081768,0.0,0.11,4.0,672.0
5285.090977617393,14257.894766638065,36666.99919067171,0.0,0.18,4.0,672.0
5301.024924412546,14599.478751059163,36599.27991679231,0.08,0.23,4.0,672.0
5361.773096569068,14084.613095240773,36726.75149115354,0.33,0.13,4.0,672.0
5775.059841568355,13748.00846919316,36954.80610465917,0.53,0.03,4.0,672.0
6346.690182844478,13164.427667820673,38079.14522539217,0.66,0.0,4.0,672.0
6596.6539731934445,12601.760171616825,39120.82699712531,0.75,0.0,4.0,672.0
6622.546636735568,12612.714760038492,39209.45957617335,0.76,0.0,4.0,672.0
6438.310376916609,12329.887204424522,38466.539306849336,0.71,0.0,4.0,672.0
6774.9150029642215,12446.404190364081,38663.721898439355,0.63,0.01,4.0,672.0
6985.043926325305,12691.388622339562,38824.05723806559,0.48,0.01,4.0,672.0
6899.398962301356,12698.35972406244,38047.27733180186,0.22,0.01,4.0,672.0
6470.178270506915,12400.594093328014,37237.63366027314,0.01,0.01,4.0,672.0
6283.950267338561,11766.223836545976,36096.364721070284,0.0,0.01,4.0,672.0
6464.203040458733,13411.403843145548,37147.0093378757,0.0,0.02,4.0,672.0
6411.421841699787,14007.930976289099,36799.45012340642,0.0,0.06,4.0,672.0
6288.929625712047,13269.990065338563,36000.76104029937,0.0,0.09,4.0,672.0
6557.814977880258,14819.566391167216,36209.894091985756,0.0,0.09,4.0,672.0
6751.014082771491,15151.191658841344,36739.6978229246,0.0,0.07,4.0,672.0
6603.625074916324,14668.19389661326,37103.19098418903,0.0,0.05,4.0,672.0
6292.913112410835,14208.10118290321,36371.22530328668,0.0,0.03,4.0,672.0
5960.2919730620115,13666.346991868,35375.353628589604,0.0,0.02,4.0,672.0
5698.37772261668,13015.046916616111,34956.091653542135,0.0,0.02,4.0,672.0
5500.199259351962,12389.639504906347,34860.48797277121,0.0,0.01,4.0,672.0
5312.975384508911,12764.087254592449,35427.13895567385,0.0,0.02,4.0,672.0
5182.516195123593,14004.943361265006,36765.590486466725,0.0,0.03,4.0,672.0
5134.714354738134,14735.913170492662,36640.11065545489,0.06,0.04,4.0,672.0
5157.619403256167,14078.637865192592,36368.23768826259,0.21,0.03,4.0,672.0
5334.884561352246,13603.607076362085,35767.72706842025,0.35,0.01,4.0,672.0
5765.1011248213845,12938.364797664437,36010.71975704634,0.59,0.0,4.0,672.0
5950.333256315041,12312.95738595467,37010.5749184422,0.68,0.0,4.0,672.0
6122.619056037635,12232.29178030421,37214.728611755105,0.7,0.01,4.0,672.0
6016.060786845048,12010.21239684676,37035.47171030963,0.66,0.01,4.0,672.0
6314.822289254171,11891.703667557807,37452.741942007706,0.57,0.01,4.0,672.0
6501.050292422525,12174.531223171778,37763.4539045132,0.4,0.01,4.0,672.0
6483.124602277977,12152.622046328443,37044.43455538191,0.17,0.01,4.0,672.0
6258.057603796437,11725.393097883396,35615.358702191596,0.01,0.02,4.0,672.0
6096.726392495511,10944.629704920886,33895.488319989745,0.0,0.05,4.0,672.0
6413.413585049182,12731.223489327444,34819.657234108636,0.0,0.12,4.0,672.0
6468.186527157522,13429.329533290096,34216.1589992422,0.0,0.21,4.0,672.0
6650.431043627086,13256.047861892805,34057.81540296537,0.0,0.26,4.0,672.0
7026.870536662582,14171.25393093942,34583.635647205425,0.0,0.26,4.0,672.0
7118.490730734713,14502.879198613546,35668.13990095054,0.0,0.23,4.0,672.0
6936.2462142651475,14020.87730806016,36033.624805564374,0.0,0.23,4.0,672.0
6632.505353482539,13670.33047856679,35151.282501782756,0.0,0.28,4.0,672.0
6272.995678916894,13288.911627157808,34675.255841277554,0.0,0.37,4.0,672.0
5954.316743013829,12665.495958797437,34078.728708134004,0.0,0.47,4.0,672.0
