Load_MW_z1,Load_MW_z2,Load_MW_z3,raj_solarpv,raj_onshorewind,GrpWeight,SubWtAsInGenXInputs
2819.9621230387033,15285.01208719529,30821.219103696254,0.0,0.04,2.0,336.0
2559.795946257826,14751.721265058242,30702.599275968576,0.0,0.04,2.0,336.0
2454.134587105439,14330.072633723717,30404.55449873684,0.0,0.03,2.0,336.0
2391.3358547790203,13830.673190937436,30445.423515012764,0.0,0.03,2.0,336.0
2472.0770820558446,12952.487743642598,30885.014641297694,0.0,0.04,2.0,336.0
2979.4509670423063,14208.462390170971,32315.430210955008,0.0,0.05,2.0,336.0
4052.0134429665354,18150.82725288503,34810.43381433637,0.0,0.09,2.0,336.0
5144.512024391215,20025.817975202386,36963.53320838501,0.11,0.15,2.0,336.0
5577.125513750988,18823.67081352523,37316.40227574298,0.36,0.12,2.0,336.0
5712.6910311540505,17846.80164400316,37502.80486217219,0.55,0.08,2.0,336.0
5842.275716906977,17147.044340937355,38379.99350419201,0.66,0.07,2.0,336.0
5562.17343462565,15682.737391929275,39220.30035103599,0.72,0.06,2.0,336.0
5182.390624842071,15114.55838516644,38888.36419445349,0.73,0.06,2.0,336.0
4589.291486203672,14189.523089945542,38318.19157714061,0.69,0.07,2.0,336.0
4470.671658475992,14288.206812172772,37725.092438502215,0.58,0.07,2.0,336.0
4313.176425022435,14399.849002975294,37354.280876193836,0.43,0.06,2.0,336.0
4322.147672497637,14322.098191523537,36654.523573128026,0.22,0.06,2.0,336.0
4484.626932326308,14845.42096091036,35089.53929134268,0.02,0.05,2.0,336.0
4945.150969386711,16022.647990711954,33311.2386807025,0.0,0.04,2.0,336.0
4989.010401487702,15924.961073759747,34298.07590297479,0.0,0.03,2.0,336.0
4636.141334129731,14717.829885707477,33673.07899553568,0.0,0.02,2.0,336.0
4213.4958975201835,14436.730798151128,32761.998974165097,0.0,0.02,2.0,336.0
3799.8217083858385,14884.296366636238,32150.957340576293,0.0,0.02,2.0,336.0
3261.546859873679,15070.698953065448,31740.273567267017,0.0,0.03,2.0,336.0
2794.045185888118,14621.139774030293,31872.84866884501,0.0,0.04,2.0,336.0
2516.933319431858,14019.069387916692,31669.500392740418,0.0,0.05,2.0,336.0
2380.370996753773,13779.836121911289,31428.273516184967,0.0,0.1,2.0,336.0
2299.6297694769487,13206.67308877334,31449.20642696044,0.0,0.21,2.0,336.0
2387.3486336789306,12239.771972001497,31883.813526870257,0.0,0.33,2.0,336.0
2721.278400811474,13368.155543326988,33391.97990797933,0.0,0.37,2.0,336.0
3440.971809377732,16978.58424945855,35150.34441311905,0.0,0.32,2.0,336.0
4445.75152660043,19435.709252389053,36592.721646076636,0.08,0.22,2.0,336.0
5154.48007714144,18952.258694003132,36501.01556077456,0.3,0.09,2.0,336.0
5755.553657980018,18000.30965635663,36453.16890757348,0.5,0.18,2.0,336.0
6062.569682686954,17346.405395941856,37178.84314778987,0.63,0.2,2.0,336.0
5929.994581108959,16715.427656852604,37558.62595757345,0.69,0.21,2.0,336.0
5557.189408250538,15320.8970770961,37547.661099548204,0.71,0.22,2.0,336.0
4880.358626510248,14532.424104553289,36870.830317807915,0.67,0.23,2.0,336.0
4533.470390802411,13793.791395761604,36698.38300522902,0.58,0.24,2.0,336.0
4250.377692696016,14159.618931694868,36116.24872461587,0.43,0.22,2.0,336.0
4140.72911244354,13926.366497339597,35529.13041762761,0.22,0.21,2.0,336.0
4271.310603471489,14028.040635391895,34043.89055784405,0.02,0.25,2.0,336.0
4764.729214607636,14429.75316122597,32573.60277718584,0.0,0.28,2.0,336.0
4854.441689359663,15444.500931198892,33532.5294517575,0.0,0.26,2.0,336.0
4566.364964878155,14228.398495671421,32778.94466384048,0.0,0.23,2.0,336.0
4164.65243904408,13473.816902479375,32364.273669431113,0.0,0.22,2.0,336.0
3736.026170784397,14364.960818349506,31782.139388817963,0.0,0.33,2.0,336.0
3168.8439692965844,14646.059905905855,31387.404499909044,0.0,0.52,2.0,336.0
2735.2336746617893,14178.558231920295,31449.20642696044,0.0,0.66,2.0,336.0
2483.041940081092,13712.053363209756,31203.9923293049,0.0,0.7,2.0,336.0
2343.4892015779396,13364.168322226898,31104.31180180265,0.0,0.64,2.0,336.0
2292.652132551791,12727.20975148751,30985.69197407497,0.0,0.56,2.0,336.0
2399.3102969792008,11698.50670766427,31399.366163209314,0.0,0.51,2.0,336.0
2999.3870725427564,12820.909447339625,32730.101205364375,0.0,0.45,2.0,336.0
4459.7068004507455,16872.92289030616,35191.21342939497,0.0,0.39,2.0,336.0
5438.569580522858,19791.568735572095,36880.79837055814,0.1,0.28,2.0,336.0
5700.72936785378,19717.805145220427,36627.60983070242,0.35,0.11,2.0,336.0
5860.218211857383,18824.66761880025,36928.64502375922,0.55,0.12,2.0,336.0
6043.630382461526,16753.30625730346,36400.33822799729,0.69,0.18,2.0,336.0
5783.464205680649,15995.734248286346,37060.22332006219,0.73,0.17,2.0,336.0
5470.467349323579,15259.095150044704,37034.30638291161,0.75,0.17,2.0,336.0
4968.0774907122295,14868.347482235877,36400.33822799729,0.73,0.18,2.0,336.0
4951.131801036847,14644.066295355811,36440.21043899819,0.63,0.19,2.0,336.0
4885.342652885361,15146.45615396716,36337.53949567087,0.49,0.18,2.0,336.0
4690.9656242559695,15454.468983949118,35752.41479923265,0.29,0.18,2.0,336.0
4871.387379035045,15574.08561695182,34292.095071324664,0.03,0.2,2.0,336.0
5293.03601036957,15987.759806086166,33003.22585072055,0.0,0.21,2.0,336.0
5242.198941343422,15804.347635482021,33374.03741302892,0.0,0.24,2.0,336.0
4889.329873985451,13810.737085436986,32438.037259782777,0.0,0.3,2.0,336.0
4442.761110775363,13017.280086519062,32041.308760323816,0.0,0.4,2.0,336.0
3934.3904205138783,14196.5007268707,31475.123364111027,0.0,0.51,2.0,336.0
3350.2625293506826,14765.676538908558,30857.104093597063,0.0,0.59,2.0,336.0
2873.7896078899194,14343.03110229901,30826.203130071368,0.0,0.63,2.0,336.0
2611.629820558997,13917.395249864396,30459.37878886308,0.0,0.66,2.0,336.0
2466.0962504057093,13598.41756185719,30167.31484328148,0.0,0.65,2.0,336.0
2401.303907529246,13104.998950721043,30235.097601983012,0.0,0.64,2.0,336.0
2504.9716561315877,11936.743168394652,30810.254245671007,0.0,0.64,2.0,336.0
3081.125105094603,12792.002094363972,32224.72093092796,0.0,0.64,2.0,336.0
4473.662074301061,16841.02512150544,34901.14309436342,0.0,0.64,2.0,336.0
5430.5951383226775,19394.84023611313,36146.15288286655,0.11,0.55,2.0,336.0
5735.617552479568,19610.150175517996,36106.28067186564,0.37,0.25,2.0,336.0
5841.278911631955,18733.958338773202,36462.140155048684,0.57,0.2,2.0,336.0
5971.860402659905,16949.676896482895,37048.261656761926,0.69,0.51,2.0,336.0
5844.269327457023,15853.191093958125,37452.964598421066,0.75,0.45,2.0,336.0
5464.486517673443,14905.22927741171,37221.70577461584,0.76,0.44,2.0,336.0
4896.3075109106085,13994.14925604113,36868.83670725787,0.72,0.47,2.0,336.0
4781.674904283019,13741.957521460432,36571.78873530116,0.63,0.5,2.0,336.0
4683.987987330812,13804.75625378685,36306.63853214517,0.48,0.49,2.0,336.0
