Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3
546,4350.0,14141.0,35130.0
547,4770.0,14753.0,33736.0
548,4695.0,13536.0,32964.0
549,4354.0,11948.0,31927.0
550,3981.0,11506.0,31037.0
551,3599.0,12883.0,30470.0
552,3188.0,13552.0,29797.0
553,2808.0,13070.0,29856.0
554,2628.0,12851.0,30138.0
555,2499.0,12610.0,30669.0
556,2450.0,12044.0,30938.0
557,2537.0,11251.0,31408.0
558,3064.0,12362.0,32820.0
559,4262.0,15869.0,34603.0
560,4919.0,17895.0,35356.0
561,5026.0,16834.0,35123.0
562,5225.0,16051.0,34781.0
563,5368.0,15073.0,35887.0
564,5307.0,14180.0,37480.0
565,5016.0,13601.0,37572.0
566,4516.0,12959.0,37606.0
567,4553.0,13001.0,37657.0
568,4493.0,13622.0,37758.0
569,4512.0,14274.0,37621.0
570,4791.0,14832.0,36222.0
571,5159.0,15626.0,34971.0
572,4981.0,14519.0,33648.0
573,4577.0,12827.0,32657.0
574,4063.0,12370.0,32006.0
575,3648.0,13579.0,31209.0
576,3178.0,14213.0,30595.0
577,2780.0,13850.0,30345.0
578,2566.0,13374.0,30649.0
579,2447.0,13017.0,31232.0
580,2403.0,12443.0,31368.0
581,2506.0,11636.0,31896.0
582,3061.0,12662.0,33370.0
583,4205.0,16259.0,35072.0
584,4973.0,17113.0,35992.0
585,5142.0,16893.0,36022.0
586,5332.0,15359.0,36118.0
587,5428.0,14934.0,37184.0
588,5217.0,14150.0,38358.0
589,5029.0,14010.0,38523.0
590,4627.0,13438.0,38216.0
591,4620.0,13681.0,38325.0
592,4564.0,14025.0,38562.0
593,4519.0,13963.0,38400.0
594,4843.0,14364.0,36999.0
595,5229.0,14779.0,35267.0
596,5044.0,14458.0,34206.0
597,4595.0,13045.0,33176.0
598,4131.0,13179.0,32397.0
599,3724.0,13916.0,32148.0
600,3279.0,15142.0,31507.0
601,2889.0,14605.0,31248.0
602,2687.0,14158.0,31488.0
603,2573.0,13859.0,32042.0
